"targets","ingest","layer","name","description","fld_value","units","filename","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"AO pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureNP pressureSPP pressure",TRUE,"fp_art_hb","High bycatch due to artisanal fishing","Pressure due to artisanal high bycatch fishing identified by discard tonnes and standardized by NPP","pressure_score","scaled 0-1","fp_art_hb.csv","rgn_id",,,"year","pressure_score",,TRUE,2007,2017,0,0.656685046925403,TRUE,,,,220,FALSE
"AO pressureECO pressureFIS pressureHAB pressureICO pressureLIV pressureSPP pressure",TRUE,"fp_com_hb","High bycatch due to commercial fishing","Pressure due to industrial high bycatch fishing identified by discard tonnes and standardized by NPP","pressure_score","scaled 0-1","fp_com_hb.csv","rgn_id",,,"year","pressure_score",,TRUE,2007,2017,3.05793053960763e-07,0.640044609865835,TRUE,,,,220,FALSE
"AO pressureECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure",TRUE,"fp_com_lb","Low bycatch due to commercial fishing","Pressure due to industrial low bycatch fishing identified by reported and IUU tonnes and standardized by NPP","pressure_score","scaled 0-1","fp_com_lb.csv","rgn_id",,,"year","pressure_score",,TRUE,2007,2017,9.65744369214582e-06,0.671039927550541,TRUE,,,,220,FALSE
"AO pressureECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure",TRUE,"hd_subtidal_sb","Subtidal soft bottom habitat destruction","Pressure on soft-bottom habitats due to demersal destructive commercial fishing practices (e.g., trawling)","pressure_score","scaled 0-1","hd_subtidal_sb.csv","rgn_id",,"x","year","pressure_score",,TRUE,2012,2020,0,1,TRUE,,,,220,FALSE
"AO resilienceCP resilienceCS resilienceCW resilienceECO resilienceFIS resilienceHAB resilienceICO resilienceLIV resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience",TRUE,"res_spi","Social Progress Index","Social Progress Index scores","resilience_score","scaled 0-1","res_spi.csv","rgn_id",,,"year","resilience_score",,TRUE,2011,2022,0.27499166727066,0.908491668701172,TRUE,,,,220,FALSE
"AO resilienceCP resilienceCS resilienceCW resilienceECO resilienceFIS resilienceHAB resilienceICO resilienceLIV resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience",TRUE,"wgi_all","Strength of governance","World Governance Indicators (WGI) six combined scores","resilience_score","scaled 0-1","wgi_all.csv","rgn_id",,,"year","resilience_score",,TRUE,1996,2021,0.0178298155466717,0.889360316594442,TRUE,,,,220,FALSE
"AO resilienceCP resilienceCS resilienceFIS resilienceHAB resilienceICO resilienceLSP resilienceNP resilienceSPP resilience",TRUE,"hd_habitat","Management of habitat to protect habitat biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: habitat related questions","resilience score","scaled 0-1","hd_habitat.csv","rgn_id",,,"year","resilience.score",,TRUE,2005,2005,0.138087289287079,1,TRUE,,,,220,FALSE
"AO resilienceCP resilienceCS resilienceHAB resilienceNP resilience",TRUE,"hd_mpa_coast","Coastal protected marine areas (habitat preservation)","Protected marine areas within 3nm of coastline (lasting special places goal status score)","resilience.score","scaled 0-1","hd_mpa_coast.csv","rgn_id",,,"year","resilience.score",,TRUE,0,2021,0,1,TRUE,,,,220,FALSE
"AO resilienceFIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience",TRUE,"fp_fish_management","Minderoo Global Fishing Index","Country scale fisheries governance capacity based on policy and objectives, management capacity, information availability and monitoring, level and control of access to fisheries resources, compliance management system, and stakeholder engagement and participation","gov_capacity","scaled 0-1","fp_fish_management.csv","rgn_id",,,"year","gov_capacity",,TRUE,2019,2019,0,1,TRUE,,,,220,FALSE
"AO resilienceFIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience",TRUE,"fp_habitat","Management of habitat to protect fisheries biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: habitat related questions","resilience score","scaled 0-1","fp_habitat.csv","rgn_id",,,"year","resilience.score",,TRUE,2005,2005,0.138087289287079,1,TRUE,,,,220,FALSE
"AO resilienceHAB resilienceNP resilience",TRUE,"fp_mpa_coast","Coastal protected marine areas (fishing preservation)","Protected marine areas within 3nm of coastline (lasting special places goal status score)","resilience.score","scaled 0-1","fp_mpa_coast.csv","rgn_id",,,"year","resilience.score",,TRUE,0,2021,0,1,TRUE,,,,220,FALSE
"AO resilienceHAB resilienceNP resilience",TRUE,"species_diversity_3nm","Measure of coastal ecological integrity","Marine species condition (same calculation and data as the species subgoal status score)  calculated within 3 nm of shoreline as a proxy for ecological integrity","score","scaled 0-1","species_diversity_3nm.csv","rgn_id",,,"year","score",,TRUE,2012,2022,0.682069615868269,0.949906508169343,TRUE,,,,220,FALSE
"CP",TRUE,"hab_coral_extent","Habitat extent of coral","Area of coral habitat","km2","km2","hab_coral_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2021,2021,0,32034.3313046462,FALSE,,,,220,FALSE
"CP",TRUE,"hab_kelp_extent","Habitat extent of kelp","Area of kelp habitat","km2","km2","hab_kelp_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2020,2020,0,147335.743431774,FALSE,,,,220,FALSE
"CP",TRUE,"hab_seaice_extent","Habitat extent of seaice","Area of seaice (edge and shoreline) habitat","km2","km2","hab_seaice_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2016,2016,243.844696969697,702949.810606063,FALSE,,,,220,FALSE
"CP pressureCS pressureECO pressureHAB pressureICO pressureNP pressureSPP pressure",TRUE,"cc_acid","Ocean acidification","Pressure due to increasing ocean acidification, scaled using biological thresholds","pressure_score","scaled 0-1","cc_acid.csv","rgn_id",,,"year","pressure_score",,TRUE,1958,2020,0,0.975556155388368,TRUE,,,,220,FALSE
"CP pressureCS pressureECO pressureHAB pressureICO pressureNP pressureSPP pressure",TRUE,"cc_sst","Sea surface temperature","Presure due to increasing extreme sea surface temperature events","pressure_score","scaled 0-1","cc_sst.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2021,0,0.74968799340211,TRUE,,,,220,FALSE
"CP pressureCS pressureECO pressureHAB pressureLIV pressureLSP pressureMAR pressureNP pressureTR pressure",TRUE,"cc_slr","Sea level rise","Pressure due to rising mean sea level","pressure_score","scaled 0-1","cc_slr.csv","rgn_id",,,"year","pressure_score",,TRUE,1993,2021,0,0.632919927559248,TRUE,,,,220,FALSE
"CP pressureHAB pressureNP pressureSPP pressure",TRUE,"cc_uv","UV radiation","Pressure due to increasing frequency of UV anomolies","pressure_score","scaled 0-1","cc_uv.csv","rgn_id",,,"year","pressure_score",,TRUE,2009,2021,0,0.575228523923763,TRUE,,,,220,FALSE
"CP resilienceCS resilienceCW resilienceHAB resilienceICO resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience",TRUE,"po_water","Management of waters to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: clean water management related questions","resilience score","scaled 0-1","po_water.csv","rgn_id",,,"year","resilience.score",,TRUE,2005,2005,0,1,TRUE,,,,220,FALSE
"CPHAB",TRUE,"hab_coral_health","Habitat condition of coral","Current condition of coral habitat relative to historical condition","health","proportion","hab_coral_health.csv","rgn_id",,"habitat","year","health",,TRUE,2021,2021,0,1,TRUE,,,,220,FALSE
"CPHAB",TRUE,"hab_coral_trend","Habitat condition trend of coral","Estimated trend in coral condition","trend","trend","hab_coral_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2021,2021,-0.42666666666643,0.834249999998065,FALSE,,,,220,FALSE
"CPHAB",TRUE,"hab_kelp_health","Habitat condition of kelp","Current condition of kelp habitat relative to historical condition","health","proportion","hab_kelp_health.csv","rgn_id",,"habitat","year","health",,TRUE,2021,2021,0.64,1,TRUE,,,,220,FALSE
"CPHAB",TRUE,"hab_kelp_trend","Habitat condition trend of kelp","Estimated trend in kelp condition","trend","trend","hab_kelp_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2021,2021,-0.57583690717436,0.57167511433363,FALSE,,,,220,FALSE
"CPHAB",TRUE,"hab_seaice_health","Habitat condition of seaice","Current condition of seaice habitat relative to historical condition","health","proportion","hab_seaice_health.csv","rgn_id",,"habitat","year","health",,TRUE,2012,2022,0,1,TRUE,,,,220,FALSE
"CPHAB",TRUE,"hab_seaice_trend","Habitat condition trend of seaice","Estimated trend in seaice condition","trend","trend","hab_seaice_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2016,2022,-1,1,FALSE,,,,220,FALSE
"CS",TRUE,"hab_tidal_flat_extent","Habitat extent of tidal flat","Area of tidal flat habitat","km2","km2","hab_tidal_flat_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,1986,2016,0,19445.4911624193,FALSE,,,,220,FALSE
"CSCP",TRUE,"hab_mangrove_extent","Habitat extent of mangrove","Area of mangrove habitat","km2","km2","hab_mangrove_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,1996,2020,0,31545.3108725613,FALSE,,,,220,FALSE
"CSCP",TRUE,"hab_saltmarsh_extent","Habitat extent of saltmarsh","Area of saltmarsh habitat","km2","km2","hab_saltmarsh_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2017,2017,0.00373038159668818,18855.2340400485,FALSE,,,,220,FALSE
"CSCP",TRUE,"hab_seagrass_extent","Habitat extent of seagrass","Area of seagrass habitat","km2","km2","hab_seagrass_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2020,2020,0.000173094865022489,261172.05437694,FALSE,,,,220,FALSE
"CSHAB",TRUE,"hab_tidal_flat_health","Habitat condition of tidal flat","Current condition of tidal flat habitat relative to historical condition","health","proportion","hab_tidal_flat_health.csv","rgn_id",,"habitat","year","health",,TRUE,2013,2013,0,1,TRUE,,,,220,FALSE
"CSHAB",TRUE,"hab_tidal_flat_trend","Habitat trend of tidal flat","Estimated trend in tidal flat condition","trend","trend","hab_tidal_flat_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2013,2013,-0.163933157935616,0.61191805352421,FALSE,,,,220,FALSE
"CSHABCP",TRUE,"hab_mangrove_health","Habitat condition of mangrove","Current condition of mangrove habitat relative to historical condition","health","proportion","hab_mangrove_health.csv","rgn_id",,"habitat","year","health",,TRUE,2015,2020,0,1,TRUE,,,,220,FALSE
"CSHABCP",TRUE,"hab_mangrove_trend","Habitat condition trend of mangrove","Estimated trend in mangrove condition","trend","trend","hab_mangrove_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2015,2020,-0.239410681399634,0.695876288659796,FALSE,,,,220,FALSE
"CSHABCP",TRUE,"hab_saltmarsh_health","Habitat condition of saltmarsh","Current condition of saltmarsh habitat relative to historical condition","health","proportion","hab_saltmarsh_health.csv","rgn_id",,"habitat","year","health",,TRUE,2021,2021,0.75,0.75,TRUE,,,,220,FALSE
"CSHABCP",TRUE,"hab_saltmarsh_trend","Habitat condition trend of saltmarsh","Estimated trend in saltmarsh condition","trend","trend","hab_saltmarsh_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2021,2021,-0.015,-0.015,FALSE,,,,220,FALSE
"CSHABCP",TRUE,"hab_seagrass_health","Habitat condition of seagrass","Current condition of seagrass habitat relative to historical condition","health","proportion","hab_seagrass_health.csv","rgn_id",,"habitat","year","health",,TRUE,2021,2021,0.71,1,TRUE,,,,220,FALSE
"CSHABCP",TRUE,"hab_seagrass_trend","Habitat condition trend of seagrass","Estimated trend in seagrass condition","trend","trend","hab_seagrass_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2021,2021,-0.383500009775161,0.422499999403953,FALSE,,,,220,FALSE
"CW",TRUE,"cw_chemical_trend","Chemical pollution trend","Trends in chemical pollution, based on commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution) within EEZ","trend","trend","cw_chemical_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2016,-1,0.6007,FALSE,,,,220,FALSE
"CW",TRUE,"cw_nutrient_trend","Nutrient pollution trend","Trends in nutrient pollution, using crop fertilizer and manure consumption as a proxy for nutrient pollution","trend","trend","cw_nutrient_trend.csv","rgn_id",,,"year","trend",,TRUE,2009,2020,-0.8869,0.9853,FALSE,,,,220,FALSE
"CW",TRUE,"cw_pathogen_trend","Pathogen pollution trend","Trends in percent of population without access to improved sanitation facilities as a proxy for pathogen pollution","trend","trend","cw_pathogen_trend.csv","rgn_id",,,"year","trend",,TRUE,2011,2020,-1,1,FALSE,,,,220,FALSE
"CW",TRUE,"cw_trash_trend","Plastic trash trends","Trends in trash estimated using improperly disposed of plastics","trend","trend","cw_trash_trend.csv","rgn_id",,,"year","trend",,TRUE,2016,2016,-0.209086973997465,1,FALSE,,,,220,FALSE
"CWAO pressureCP pressureCS pressureCW pressureECO pressureHAB pressureICO pressureLIV pressureLSP pressureMAR pressureTR pressure",TRUE,"po_nutrients_3nm","Coastal nutrient pollution","Modeled nutrient pollution within 3nm based on crop fertilizer and manure consumption","pressure_score","scaled 0-1","po_nutrients_3nm.csv","rgn_id",,,"year","pressure_score",,TRUE,2005,2020,0,0.760480170878542,TRUE,,,,220,FALSE
"CWAO pressureCP pressureCS pressureCW pressureHAB pressureICO pressureLSP pressureTR pressure",TRUE,"po_chemicals_3nm","Coastal chemical pollution","Modeled chemical pollution within 3nm of coastline from commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution)","pressure_score","scaled 0-1","po_chemicals_3nm.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.000314089840492316,0.989760257940609,TRUE,,,,220,FALSE
"CWCW pressureECO pressureICO pressureLIV pressureLSP pressureSPP pressureTR pressure",TRUE,"po_trash","Marine plastics","Global marine plastic pollution","pressure_score","scaled 0-1","po_trash.csv","rgn_id",,,"year","pressure_score",,TRUE,2015,2015,0.0223096329122635,0.843154478466252,TRUE,,,,220,FALSE
"CWCW pressureECO pressureLIV pressureTR pressure",TRUE,"po_pathogens","Pathogen pollution","Percent of population without access to improved sanitation facilities as a proxy for pathogen pollution","pressure_score","scaled 0-1","po_pathogens.csv","rgn_id",,,"year","pressure_score",,TRUE,2000,2020,0,1,TRUE,,,,220,FALSE
"ECO",TRUE,"eco_status","Economic status scores","Calculated using corrected revenue data for several marine sectors  (data not updated since 2013)","status","status 0-100","eco_status.csv","rgn_id",,,"year","status",,TRUE,2012,2013,0.04,100,FALSE,,,,220,FALSE
"ECO",TRUE,"eco_trend","Economic trend scores","Calculated using change in revenue for several marine sectors  (data not updated since 2013)","trend","trend -1 to 1","eco_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2013,-0.99,1,FALSE,,,,220,FALSE
"ECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure",TRUE,"fp_art_lb","Low bycatch due to artisanal fishing","Pressure due to artisanal low bycatch fishing identified by reported and IUU tonnes and standardized by NPP","pressure_score","scaled 0-1","fp_art_lb.csv","rgn_id",,,"year","pressure_score",,TRUE,2007,2017,0,0.715916251436183,TRUE,,,,220,FALSE
"ECO pressureFIS pressureLIV pressureMAR pressureNP pressureSPP pressure",TRUE,"po_chemicals","Chemical pollution","Modeled chemical pollution within EEZ from commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution)","pressure_score","scaled 0-1","po_chemicals.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.00747125428241358,0.991067138205264,TRUE,,,,220,FALSE
"ECO pressureFIS pressureLIV pressureNP pressureSPP pressure",TRUE,"po_nutrients","Nutrient pollution","Modeled nutrient pollution within EEZ based on crop fertilizer and manure consumption","pressure_score","scaled 0-1","po_nutrients.csv","rgn_id",,,"year","pressure_score",,TRUE,2005,2020,0,0.487868918294922,TRUE,,,,220,FALSE
"ECO pressureFIS pressureLIV pressureSPP pressure",TRUE,"sp_genetic","Genetic escapes","Introduced mariculture species (Mariculture Sustainability Index) as a proxy for genetic escapes","pressure_score","scaled 0-1","sp_genetic.csv","rgn_id",,,"year","pressure_score",,TRUE,1950,2020,0,0.86,TRUE,,,,220,FALSE
"ECO resilienceLIV resilience",TRUE,"li_gci","Global Competitiveness Index (GCI)","Competitiveness in achieving sustained economic prosperity","resilience_score","scaled 0-1","li_gci.csv","rgn_id",,,"year","resilience_score",,TRUE,2010,2017,0.36319113769306,0.836078857428571,TRUE,,,,220,FALSE
"ECOLIV",TRUE,"le_sector_weight","Sectors in each region","Proportion of jobs within each marine sector","weight","value","le_sector_weight.csv","rgn_id",,"sector",,"weight",,TRUE,,,1,1,TRUE,,,,220,FALSE
"FIS",TRUE,"fis_b_bmsy","B/Bmsy estimates","The ratio of fish population abundance compared to the abundance required to deliver maximum sustainable yield (RAM and catch-MSY data)","bbmsy","B/Bmsy","fis_b_bmsy.csv","rgn_id",,"stock_id","year","bbmsy",,TRUE,2001,2019,1.475954e-06,2276.613,FALSE,,,,220,FALSE
"FIS",TRUE,"fis_meancatch","Fishery catch data","Mean commercial catch for each OHI region (averaged across years)","mean_catch","tonnes","fis_meancatch.csv","rgn_id",,"stock_id_taxonkey","year","mean_catch",,TRUE,2001,2019,5.094845e-13,2960647,FALSE,,,,220,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilience",TRUE,"species_diversity_eez","Measure of ecological integrity","Marine species condition (species subgoal status score) as a proxy for ecological integrity","score","scaled 0-1","species_diversity_eez.csv","rgn_id",,,"year","score",,TRUE,2012,2022,0.567596272643344,0.9446808026931,TRUE,,,,220,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience",TRUE,"fp_artisanal","Artisanal fisheries management effectiveness","Quality of management of small-scale fishing for artisanal and recreational purposes","value","scaled 0-1","fp_artisanal.csv","rgn_id",,,"year","value",,TRUE,2018,2022,0.2,1,TRUE,,,,220,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience",TRUE,"fp_mpa_eez","EEZ protected marine areas (fishing preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","resilience.score","scaled 0-1","fp_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,0,2021,0,1,TRUE,,,,220,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience",TRUE,"hd_mpa_eez","EEZ protected marine areas (habitat preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","resilience.score","scaled 0-1","hd_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,0,2021,0,1,TRUE,,,,220,FALSE
"FP",TRUE,"fp_wildcaught_weight","Food provision weights","Proportion of wild caught fisheries relative to total food production (e.g., fisheries and mariculture)","w_fis","proportion","fp_wildcaught_weight.csv","rgn_id",,,"year","w_fis",,TRUE,2005,2019,0.0687141140597835,1,TRUE,,,,220,FALSE
"HAB",TRUE,"hab_softbottom_health","Habitat condition of softbottom","Current condition of softbottom habitat, based on demersal destructive fishing practices (e.g., trawling)","health","proportion","hab_softbottom_health.csv","rgn_id",,"habitat","year","health",,TRUE,2012,2020,0,1,TRUE,,,,220,FALSE
"HAB",TRUE,"hab_softbottom_trend","Habitat condition trend of softbottom","Estimated change in softbottom condition, based on trends in demersal destructive fishing practices (e.g., trawling)","trend","trend","hab_softbottom_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2016,2020,-1,1,FALSE,,,,220,FALSE
"HAB pressureCP pressure",TRUE,"hd_coral","Coral harvest pressure","Pressure on coral due to harvesting as a natural product","pressure_score","scaled 0-1","hd_coral.csv","rgn_id",,,"year","pressure_score",,TRUE,1976,2019,0,1,TRUE,,,,220,FALSE
"HAB resilienceSPP resilience",TRUE,"g_tourism","Management of tourism to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: tourism related questions","resilience score","scaled 0-1","g_tourism.csv","rgn_id",,,"year","resilience.score",,TRUE,2005,2005,0,1,TRUE,,,,220,FALSE
"ICO",TRUE,"ico_spp_iucn_status","IUCN extinction risk","IUCN extinction risk category for iconic species located within each region","category","IUCN risk category","ico_spp_iucn_status.csv","rgn_id",,"sciname","year",,"category",TRUE,1992,2022,,,FALSE,"iucn_sid,eval_yr",,16616,220,
"ICO pressureSPP pressure",TRUE,"fp_targetharvest","Targeted harvest of cetaceans and marine turtles","Targeted harvest of cetaceans and marine turtles","pressure_score","scaled 0-1","fp_targetharvest.csv","rgn_id",,,"year","pressure_score",,TRUE,1950,2021,0,1,TRUE,,,,220,FALSE
"ICO resilienceNP resilienceSPP resilience",TRUE,"g_cites","CITES signatories","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories","resilience_score","0 or 1","g_cites.csv","rgn_id",,,"year","resilience_score",,TRUE,2010,2017,0,1,TRUE,,,,220,FALSE
"LIV",TRUE,"liv_status","Livelihood status scores","Calculated using adjusted job and wage data in several marine sectors  (data not updated since 2013)","status","status 0-100","liv_status.csv","rgn_id",,,"year","status",,TRUE,2012,2013,0.25,100,FALSE,,,,220,FALSE
"LIV",TRUE,"liv_trend","Livelihood trend scores","Calculated using change in adjusted job and wage data in several marine sectors  (data not updated since 2013)","trend","trend -1 to 1","liv_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2013,-1,1,FALSE,,,,220,FALSE
"LIV resilience",TRUE,"li_sector_evenness","Economic diversity","Sector evenness based on Shannon's Diversity Index calculated on the proportion of jobs in each sector as a measure of economic diversity","resilience score","scaled 0-1","li_sector_evenness.csv","rgn_id",,,"year","resilience.score",,TRUE,2013,2013,0,0.997518269205,TRUE,,,,220,FALSE
"LSP",TRUE,"lsp_prot_area_inland1km","Inland coastal protected areas","Protected areas located 1 km inland","a_prot_1km","km2","lsp_prot_area_inland1km.csv","rgn_id",,,"year","a_prot_1km",,TRUE,0,2022,0,38172,FALSE,,,,220,FALSE
"LSP",TRUE,"lsp_prot_area_offshore3nm","Offshore coastal protected areas","Protected areas located 3nm offshore","a_prot_3nm","km2","lsp_prot_area_offshore3nm.csv","rgn_id",,,"year","a_prot_3nm",,TRUE,0,2022,0,110444.75,FALSE,,,,220,FALSE
"LSP",TRUE,"rgn_area_inland1km","Inland 1km area","Inland area of OHI regions within 1km of shoreline","area","km2","rgn_area_inland1km.csv","rgn_id",,,,"area",,TRUE,,,1,175147,FALSE,,,,220,FALSE
"LSP",TRUE,"rgn_area_offshore3nm","Offshore 3nm area","Offshore area of OHI regions within 3nm of shoreline","area","km2","rgn_area_offshore3nm.csv","rgn_id",,,,"area",,TRUE,,,12.75,621887.75,FALSE,,,,220,FALSE
"MAR",TRUE,"mar_capacity","Potential tonnes of mariculture harvest","Tonnes of mariculture harvest potential for each region based on biological variables and growth performance indices. Taken from Gentry et al. 2017 and adopted for the OHI.","potential_mar_tonnes","tonnes","mar_capacity.csv","rgn_id",,,"year","potential_mar_tonnes",,TRUE,2019,2019,0,39664371.77,FALSE,,,,220,FALSE
