layer,variable,variable_data
g_tourism,file_loc_2017,ohiprep:globalprep/res_cbd_habitat/v2014/data/r_tourism_2013a_gf.csv
hd_habitat,file_loc_2017,ohiprep:globalprep/res_cbd_habitat/v2014/data/r_habitat_2013a_gf.csv
hd_intertidal,file_loc_2017,ohiprep:globalprep/mar_prs_population/v2017/output/prs_pop_density_gf.csv
hd_mpa_coast,file_loc_2017,ohiprep:globalprep/lsp/v2017/output/mpa_3nm_updated_gf.csv
hd_mpa_eez,file_loc_2017,ohiprep:globalprep/lsp/v2017/output/mpa_eez_updated_resilience_gf.csv
hd_subtidal_hb,file_loc_2017,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data/gl_thr_blast_3nm_rgn2013_gf.csv
hd_subtidal_sb,file_loc_2017,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2017/output/hd_sb_subtidal_gf.csv
ico_spp_iucn_status,file_loc_2017,ohi-global:eez/temp/ICO_status_trend_gf.csv
NP_exposure_gf,file_loc_2017,ohi-global:eez/temp/NP_exposure_gf.csv
le_gdp,file_loc_2017,NA
le_gdp_pc_ppp,file_loc_2017,NA
le_jobs_cur_adj_value,file_loc_2017,NA
le_jobs_cur_base_value,file_loc_2017,NA
le_jobs_ref_adj_value,file_loc_2017,NA
le_jobs_ref_base_value,file_loc_2017,NA
le_jobs_sector_year,file_loc_2017,NA
le_popn,file_loc_2017,NA
le_rev_cur_adj_value,file_loc_2017,NA
le_rev_cur_base_value,file_loc_2017,NA
le_rev_ref_adj_value,file_loc_2017,NA
le_rev_ref_base_value,file_loc_2017,NA
le_rev_sector_year,file_loc_2017,NA
le_revenue_adj,file_loc_2017,NA
le_sector_weight,file_loc_2017,NA
le_unemployment,file_loc_2017,NA
le_wage_cur_adj_value,file_loc_2017,NA
le_wage_cur_base_value,file_loc_2017,NA
le_wage_ref_adj_value,file_loc_2017,NA
le_wage_ref_base_value,file_loc_2017,NA
le_wage_sector_year,file_loc_2017,NA
le_workforcesize_adj,file_loc_2017,NA
li_gci,file_loc_2017,ohiprep:globalprep/res_gci/v2017/output/gci_gf.csv
li_sector_evenness,file_loc_2017,ohiprep:globalprep/res_li_sector_evenness/v2013/r_li_sector_evenness_2013a_gf.csv
lsp_prot_area_inland1km,file_loc_2017,ohiprep:globalprep/lsp/v2017/output/lsp_prot_area_inland1km_gf.csv
lsp_prot_area_offshore3nm,file_loc_2017,ohiprep:globalprep/lsp/v2017/output/lsp_prot_area_offshore3nm_gf.csv
mar_coastalpopn_inland25mi,file_loc_2017,ohiprep:globalprep/mar_prs_population/v2017/output/mar_pop_25mi_gf.csv
mar_harvest_tonnes,file_loc_2017,ohiprep:globalprep/mar/v2017/output/mar_harvest_tonnes_gf.csv
mar_sustainability_score,file_loc_2017,ohiprep:globalprep/mar/v2017/output/mar_sustainability_gf.csv
np_blast,file_loc_2017,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data/gl_thr_blast_3nm_rgn2013_gf.csv
np_cyanide,file_loc_2017,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data/gl_thr_poison_3nm_rgn2013_gf.csv
np_harvest_product_weight,file_loc_2017,NA
np_harvest_tonnes,file_loc_2017,ohiprep:globalprep/np/v2016/output/np_harvest_tonnes_gf.csv
np_harvest_tonnes_relative,file_loc_2017,NA
po_chemicals,file_loc_2017,ohiprep:globalprep/prs_chem/v2015/output/cw_pesticide_score_2015_gf.csv
po_chemicals_3nm,file_loc_2017,ohiprep:globalprep/prs_chem/v2015/output/cw_pesticide_score_2015_gf.csv
po_nutrients,file_loc_2017,ohiprep:globalprep/prs_land-based_nutrient/v2015/output/cw_fertilizer_score_2015_gf.csv
po_nutrients_3nm,file_loc_2017,ohiprep:globalprep/prs_land-based_nutrient/v2015/output/cw_fertilizer_score_2015_gf.csv
po_pathogens,file_loc_2017,ohiprep:globalprep/prs_cw_pathogen/v2015/data/po_pathogens_popdensity25mi_2015a_gf.csv
po_trash,file_loc_2017,ohiprep:globalprep/cw_pressure_trash/v2015/output/trash_eez_2015_gf.csv
po_water,file_loc_2017,ohiprep:globalprep/res_cbd_habitat/v2014/data/r_water_2013a_gf.csv
res_spi,file_loc_2017,ohiprep:globalprep/prs_res_spi/v2017/output/spi_gf.csv
rgn_area,file_loc_2017,NA
rgn_area_inland1km,file_loc_2017,ohiprep:globalprep/lsp/v2017/output/lsp_prot_area_inland1km_gf.csv
rgn_area_offshore3nm,file_loc_2017,ohiprep:globalprep/lsp/v2017/output/lsp_prot_area_offshore3nm_gf.csv
rgn_georegions,file_loc_2017,NA
rgn_global,file_loc_2017,NA
rgn_labels,file_loc_2017,NA
sp_alien,file_loc_2017,ohiprep:globalprep/prs_alien/v2013/data/p_sp_alien_2013a_gf.csv
sp_alien_species,file_loc_2017,ohiprep:globalprep/res_cbd_habitat/v2014/data/r_alien_species_Nature2012disaggregated_gf.csv
sp_genetic,file_loc_2017,ohiprep:globalprep/mar/v2017/output/GenEsc_gf.csv
species_diversity_3nm,file_loc_2017,ohiprep:globalprep/spp_ico/v2017/output/spp_status_3nm_gf.csv
species_diversity_eez,file_loc_2017,ohiprep:globalprep/spp_ico/v2017/output/spp_status_global_gf.csv
spp_status,file_loc_2017,ohiprep:globalprep/spp_ico/v2017/output/spp_status_global_gf.csv
spp_trend,file_loc_2017,ohiprep:globalprep/spp_ico/v2017/output/spp_trend_global_gf.csv
ss_spi,file_loc_2017,ohiprep:globalprep/prs_res_spi/v2017/output/spi_gf.csv
ss_wgi,file_loc_2017,ohiprep:globalprep/prs_res_wgi/v2017/output/wgi_gf.csv
tr_jobs_pct_tourism,file_loc_2017,ohiprep:globalprep/tr/v2017/output/tr_jobs_pct_tourism_gf.csv
tr_sustainability,file_loc_2017,ohiprep:globalprep/tr/v2017/output/tr_sustainability_gf.csv
tr_travelwarnings,file_loc_2017,ohiprep:globalprep/tr/v2017/output/tr_travelwarnings_gf.csv
wgi_all,file_loc_2017,ohiprep:globalprep/prs_res_wgi/v2017/output/wgi_gf.csv
hab_coral_extent,file_loc_2017,ohiprep:globalprep/hab_coral/v2012/data/extent_coral_gf.csv
hab_coral_health,file_loc_2017,ohiprep:globalprep/hab_coral/v2012/data/health_coral_gf.csv
hab_coral_trend,file_loc_2017,ohiprep:globalprep/hab_coral/v2012/data/trend_coral_gf.csv
hab_mangrove_extent,file_loc_2017,ohiprep:globalprep/hab_mangrove/v2015/data/extent_mangrove_gf.csv
hab_mangrove_health,file_loc_2017,ohiprep:globalprep/hab_mangrove/v2015/data/health_mangrove_gf.csv
hab_mangrove_trend,file_loc_2017,ohiprep:globalprep/hab_mangrove/v2015/data/trend_mangrove_gf.csv
hab_rockyreef_extent,file_loc_2017,ohiprep:globalprep/hab_rockyreef/v2012/data/extent_rr_gf.csv
hab_saltmarsh_extent,file_loc_2017,ohiprep:globalprep/hab_saltmarsh/v2012/data/extent_saltmarsh_gf.csv
hab_saltmarsh_health,file_loc_2017,ohiprep:globalprep/hab_saltmarsh/v2012/data/health_saltmarsh_gf.csv
hab_saltmarsh_trend,file_loc_2017,ohiprep:globalprep/hab_saltmarsh/v2012/data/trend_saltmarsh_gf.csv
hab_seagrass_extent,file_loc_2017,ohiprep:globalprep/hab_seagrass/v2012/data/extent_seagrass_gf.csv
hab_seagrass_health,file_loc_2017,ohiprep:globalprep/hab_seagrass/v2012/data/health_seagrass_gf.csv
hab_seagrass_trend,file_loc_2017,ohiprep:globalprep/hab_seagrass/v2012/data/trend_seagrass_gf.csv
hab_seaice_extent,file_loc_2017,ohiprep:globalprep/hab_seaice/v2017/output/extent_seaice_gf.csv
hab_seaice_health,file_loc_2017,ohiprep:globalprep/hab_seaice/v2017/output/health_seaice_gf.csv
hab_seaice_trend,file_loc_2017,ohiprep:globalprep/hab_seaice/v2017/output/trend_seaice_gf.csv
hab_softbottom_health,file_loc_2017,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2017/output/habitat_health_softbottom_gf.csv
hab_softbottom_trend,file_loc_2017,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2017/output/habitat_trend_softbottom_gf.csv
ao_access,file_loc_2015,ohiprep:globalprep/resilience_mora/v2013/data/r_mora_s4_2013a_gf.csv
ao_need,file_loc_2015,ohiprep:Global/WorldBank-Statistics_v2012/data/rgn_wb_gdppcppp_rescaled_2014a_gf.csv
cc_acid,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/acid_eez_2014_gf.csv
cc_slr,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/slr_eez_2015_gf.csv
cc_sst,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/sst_eez_2015_gf.csv
cc_uv,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/uv_eez_2015_gf.csv
cntry_rgn,file_loc_2015,NA
cw_chemical_trend,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/cw_pesticide_trend_2015_gf.csv
cw_nutrient_trend,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/cw_fertilizer_trend_2015_gf.csv
cw_pathogen_trend,file_loc_2015,ohiprep:globalprep/whounicef_sanitation/v2015/data/pathogens_popdensity25mi_trend_2015a_gf.csv
cw_trash_trend,file_loc_2015,ohiprep:globalprep/cw_trend_trash/v2016/output/cw_trash_trend_gf.csv
element_wts_cp_km2_x_protection,file_loc_2015,ohiprep:globalprep/hab_combined/v2015/data/cp_habitat_extent_rank.csv
element_wts_cs_km2_x_storage,file_loc_2015,ohiprep:globalprep/hab_combined/v2015/data/cs_habitat_extent_rank.csv
element_wts_hab_pres_abs,file_loc_2015,ohiprep:globalprep/hab_combined/v2015/data/hab_habitat_presence.csv
fis_b_bmsy,file_loc_2015,NA
fis_meancatch,file_loc_2015,NA
fp_art_hb,file_loc_2015,ohiprep:globalprep/pressures_artisanal_fp/v2012/data/p_fp_art_hb_disaggregateNature2012_gf.csv
fp_art_lb,file_loc_2015,ohiprep:globalprep/pressures_artisanal_fp/v2013/data/fp_art_lb_2013_NEW_gf.csv
fp_com_hb,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/catch_06_10_npp_hb_eez_gf.csv
fp_com_lb,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/catch_06_10_npp_hb_eez_gf.csv
fp_habitat,file_loc_2015,ohiprep:globalprep/resilience_cbd_habitat/resilience_v2014/data/r_habitat_2013a_gf.csv
fp_mora,file_loc_2015,ohiprep:globalprep/resilience_mora/v2013/data/r_mora_2013a_gf.csv
fp_mora_artisanal,file_loc_2015,ohiprep:globalprep/resilience_mora/v2013/data/r_mora_s4_2013a_gf.csv
fp_mpa_coast,file_loc_2015,ohiprep:globalprep/WDPA_MPA/v2015/data/lsp_protarea_gf.csv
fp_mpa_eez,file_loc_2015,ohiprep:globalprep/WDPA_MPA/v2015/data/lsp_protarea_gf.csv
fp_targetharvest,file_loc_2015,ohiprep:globalprep/FAO_targetedharvest/data/rgn_fao_targeted_2015a_gf.csv
fp_wildcaught_weight,file_loc_2015,ohiprep:globalprep/food_provision/data/wildcaught_weight_v2015.csv
g_cites,file_loc_2015,ohiprep:globalprep/cites_signatories/v2015/data/rgn_cites_eez2015_gf.csv
g_mariculture,file_loc_2015,ohiprep:globalprep/resilience_cbd_habitat/resilience_v2014/data/r_mariculture_2013a_gf.csv
g_msi_gov,file_loc_2015,ohiprep:globalprep/resilience_msi/r_msi_gov_2013a_gf.csv
g_tourism,file_loc_2015,ohiprep:globalprep/resilience_cbd_habitat/resilience_v2014/data/r_tourism_2013a_gf.csv
hab_extent,file_loc_2015,ohiprep:globalprep/hab_combined/v2015/data/habitat_extent_gap_fill.csv
hab_health,file_loc_2015,ohiprep:globalprep/hab_combined/v2015/data/habitat_health_gap_fill.csv
hab_trend,file_loc_2015,ohiprep:globalprep/hab_combined/v2015/data/habitat_trend_gap_fill.csv
hd_habitat,file_loc_2015,ohiprep:globalprep/resilience_cbd_habitat/resilience_v2014/data/r_habitat_2013a_gf.csv
hd_intertidal,file_loc_2015,neptune_data:model/GL-NCEAS-Pressures_v2013a/data/hd_intertidal_2013_NEW_gf.csv
hd_mpa_coast,file_loc_2015,ohiprep:globalprep/WDPA_MPA/v2015/data/lsp_protarea_gf.csv
hd_mpa_eez,file_loc_2015,ohiprep:globalprep/WDPA_MPA/v2015/data/lsp_protarea_gf.csv
hd_subtidal_hb,file_loc_2015,ohiprep:globalprep/pressures_artisanal_fp/v2012/data/p_fp_art_hb_disaggregateNature2012_gf.csv
hd_subtidal_sb,file_loc_2015,neptune_data:model/GL-NCEAS-subtidal_softbottom_v2013a/data/po_rgn_hd_subtidal_sb_2013a_gf.csv
ico_spp_iucn_status,file_loc_2015,NA
le_gdp,file_loc_2015,NA
le_gdp_pc_ppp,file_loc_2015,NA
le_jobs_cur_adj_value,file_loc_2015,NA
le_jobs_cur_base_value,file_loc_2015,NA
le_jobs_ref_adj_value,file_loc_2015,NA
le_jobs_ref_base_value,file_loc_2015,NA
le_jobs_sector_year,file_loc_2015,NA
le_popn,file_loc_2015,NA
le_rev_cur_adj_value,file_loc_2015,NA
le_rev_cur_base_value,file_loc_2015,NA
le_rev_ref_adj_value,file_loc_2015,NA
le_rev_ref_base_value,file_loc_2015,NA
le_rev_sector_year,file_loc_2015,NA
le_revenue_adj,file_loc_2015,NA
le_sector_weight,file_loc_2015,NA
le_unemployment,file_loc_2015,NA
le_wage_cur_adj_value,file_loc_2015,NA
le_wage_cur_base_value,file_loc_2015,NA
le_wage_ref_adj_value,file_loc_2015,NA
le_wage_ref_base_value,file_loc_2015,NA
le_wage_sector_year,file_loc_2015,NA
le_workforcesize_adj,file_loc_2015,NA
li_gci,file_loc_2015,ohiprep:globalprep/WEF-Economics/v2015/data/rgn_wef_gci_2015_gf.csv
li_sector_evenness,file_loc_2015,ohiprep:globalprep/Resilience_sector_evenness/r_li_sector_evenness_2013a_gf.csv
lsp_prot_area_inland1km,file_loc_2015,ohiprep:globalprep/WDPA_MPA/v2015/data/lsp_protarea_gf.csv
lsp_prot_area_offshore3nm,file_loc_2015,ohiprep:globalprep/WDPA_MPA/v2015/data/lsp_protarea_gf.csv
mar_coastalpopn_inland25mi,file_loc_2015,neptune_data:model/GL-NCEAS-CoastalPopulation_v2013/data/rgn_popsum2005to2015_inland25mi_gf.csv
mar_harvest_tonnes,file_loc_2015,ohiprep:globalprep/mariculture_status/data/MAR_FP_data.csv
mar_sustainability_score,file_loc_2015,ohiprep:globalprep/mariculture_status/data/mar_sustainability_gap_filling.csv
np_blast,file_loc_2015,ohiprep:Global/WRI-ReefsAtRisk_v2013/data/gl_thr_blast_3nm_rgn2013_gapfill.csv
np_cyanide,file_loc_2015,ohiprep:Global/WRI-ReefsAtRisk_v2013/data/gl_thr_poison_3nm_rgn2013_gapfill.csv
np_harvest_product_weight,file_loc_2015,NA
np_harvest_tonnes,file_loc_2015,NA
np_harvest_tonnes_relative,file_loc_2015,ohiprep:globalprep/FAO_commodities/v2014_test/data/v2014_test_np_gapfill_report.csv
po_chemicals,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/cw_chemical_score_2015_gf.csv
po_chemicals_3nm,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/cw_chemical_score_2015_gf.csv
po_nutrients,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/cw_fertilizer_score_2015_gf.csv
po_nutrients_3nm,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/cw_fertilizer_score_2015_gf.csv
po_pathogens,file_loc_2015,ohiprep:globalprep/whounicef_sanitation/v2015/data/po_pathogens_popdensity25mi_2015a_gf.csv
po_trash,file_loc_2015,ohiprep:globalprep/PressuresRegionExtract/data/trash_eez_2015_gf.csv
po_water,file_loc_2015,ohiprep:globalprep/resilience_cbd_habitat/resilience_v2014/data/r_water_2013a_gf.csv
res_spi,file_loc_2015,NA
rgn_area,file_loc_2015,NA
rgn_area_inland1km,file_loc_2015,NA
rgn_area_offshore3nm,file_loc_2015,NA
rgn_georegions,file_loc_2015,NA
rgn_global,file_loc_2015,NA
rgn_labels,file_loc_2015,NA
sp_alien,file_loc_2015,ohiprep:globalprep/pressures_alien/v2013/data/p_sp_alien_2013a_gf.csv
sp_alien_species,file_loc_2015,ohiprep:globalprep/resilience_cbd_habitat/resilience_v2014/data/r_alien_species_Nature2012disaggregated_gf.csv
sp_genetic,file_loc_2015,ohiprep:globalprep/mariculture_status/data/GenEsc_v2013a_gf.csv
species_diversity_3nm,file_loc_2015,ohiprep:globalprep/spp_ico/v2015/data/spp_status_3nm_gf.csv
species_diversity_eez,file_loc_2015,ohiprep:globalprep/spp_ico/v2015/data/spp_status_global_gf.csv
spp_status,file_loc_2015,NA
spp_trend,file_loc_2015,NA
ss_spi,file_loc_2015,NA
ss_wgi,file_loc_2015,ohiprep:globalprep/worldbank_wgi/data/rgn_wb_wgi_2015a_gf.csv
tr_jobs_pct_tourism,file_loc_2015,NA
tr_sustainability,file_loc_2015,ohiprep:globalprep/TourismRecreation/v2015/data/tr_gapfill.csv
tr_travelwarnings,file_loc_2015,NA
wgi_all,file_loc_2015,ohiprep:globalprep/worldbank_wgi/data/rgn_wb_wgi_2015a_gf.csv
