"","rgn_id","habitat","variable","gap_fill"
"71",74,"saltmarsh","extent",NA
"72",75,"saltmarsh","extent",NA
"73",76,"saltmarsh","extent",NA
"74",77,"saltmarsh","extent",NA
"75",78,"saltmarsh","extent",NA
"76",79,"saltmarsh","extent",NA
"77",80,"saltmarsh","extent",NA
"78",81,"saltmarsh","extent",NA
"79",82,"saltmarsh","extent",NA
"80",84,"saltmarsh","extent",NA
"81",85,"saltmarsh","extent",NA
"82",86,"saltmarsh","extent",NA
"83",88,"saltmarsh","extent",NA
"84",89,"saltmarsh","extent",NA
"85",90,"saltmarsh","extent",NA
"86",91,"saltmarsh","extent",NA
"87",92,"saltmarsh","extent",NA
"88",93,"saltmarsh","extent",NA
"89",94,"saltmarsh","extent",NA
"90",95,"saltmarsh","extent",NA
"91",96,"saltmarsh","extent",NA
"92",97,"saltmarsh","extent",NA
"93",98,"saltmarsh","extent",NA
"94",99,"saltmarsh","extent",NA
"95",100,"saltmarsh","extent",NA
"96",101,"saltmarsh","extent",NA
"97",102,"saltmarsh","extent",NA
"98",103,"saltmarsh","extent",NA
"99",104,"saltmarsh","extent",NA
"100",105,"saltmarsh","extent",NA
"101",106,"saltmarsh","extent",NA
"102",107,"saltmarsh","extent",NA
"103",108,"saltmarsh","extent",NA
"104",110,"saltmarsh","extent",NA
"105",111,"saltmarsh","extent",NA
"106",112,"saltmarsh","extent",NA
"107",113,"saltmarsh","extent",NA
"108",114,"saltmarsh","extent",NA
"109",115,"saltmarsh","extent",NA
"110",116,"saltmarsh","extent",NA
"111",117,"saltmarsh","extent",NA
"112",118,"saltmarsh","extent",NA
"113",119,"saltmarsh","extent",NA
"114",120,"saltmarsh","extent",NA
"115",121,"saltmarsh","extent",NA
"116",122,"saltmarsh","extent",NA
"117",123,"saltmarsh","extent",NA
"118",124,"saltmarsh","extent",NA
"119",125,"saltmarsh","extent",NA
"120",126,"saltmarsh","extent",NA
"121",127,"saltmarsh","extent",NA
"122",129,"saltmarsh","extent",NA
"123",130,"saltmarsh","extent",NA
"124",131,"saltmarsh","extent",NA
"125",132,"saltmarsh","extent",NA
"126",133,"saltmarsh","extent",NA
"127",134,"saltmarsh","extent",NA
"128",135,"saltmarsh","extent",NA
"129",136,"saltmarsh","extent",NA
"130",137,"saltmarsh","extent",NA
"131",138,"saltmarsh","extent",NA
"132",139,"saltmarsh","extent",NA
"133",140,"saltmarsh","extent",NA
"134",141,"saltmarsh","extent",NA
"135",143,"saltmarsh","extent",NA
"136",144,"saltmarsh","extent",NA
"137",145,"saltmarsh","extent",NA
"138",146,"saltmarsh","extent",NA
"139",147,"saltmarsh","extent",NA
"140",148,"saltmarsh","extent",NA
"141",149,"saltmarsh","extent",NA
"142",150,"saltmarsh","extent",NA
"143",151,"saltmarsh","extent",NA
"144",152,"saltmarsh","extent",NA
"145",153,"saltmarsh","extent",0
"146",154,"saltmarsh","extent",0
"147",155,"saltmarsh","extent",NA
"148",156,"saltmarsh","extent",0
"149",157,"saltmarsh","extent",NA
"150",158,"saltmarsh","extent",NA
"151",159,"saltmarsh","extent",NA
"152",161,"saltmarsh","extent",NA
"153",162,"saltmarsh","extent",0
"154",163,"saltmarsh","extent",0
"155",164,"saltmarsh","extent",NA
"156",166,"saltmarsh","extent",NA
"157",167,"saltmarsh","extent",NA
"158",168,"saltmarsh","extent",NA
"159",169,"saltmarsh","extent",NA
"160",171,"saltmarsh","extent",NA
"161",172,"saltmarsh","extent",NA
"162",173,"saltmarsh","extent",NA
"163",174,"saltmarsh","extent",NA
"164",175,"saltmarsh","extent",NA
"165",176,"saltmarsh","extent",0
"166",177,"saltmarsh","extent",0
"167",178,"saltmarsh","extent",0
"168",179,"saltmarsh","extent",0
"169",180,"saltmarsh","extent",0
"170",181,"saltmarsh","extent",0
"171",182,"saltmarsh","extent",NA
"172",183,"saltmarsh","extent",NA
"173",184,"saltmarsh","extent",0
"174",186,"saltmarsh","extent",NA
"175",187,"saltmarsh","extent",NA
"176",188,"saltmarsh","extent",NA
"177",189,"saltmarsh","extent",NA
"178",190,"saltmarsh","extent",NA
"179",191,"saltmarsh","extent",NA
"180",192,"saltmarsh","extent",NA
"181",193,"saltmarsh","extent",NA
"182",194,"saltmarsh","extent",NA
"183",195,"saltmarsh","extent",NA
"184",196,"saltmarsh","extent",NA
"185",197,"saltmarsh","extent",NA
"186",198,"saltmarsh","extent",NA
"187",199,"saltmarsh","extent",NA
"188",200,"saltmarsh","extent",NA
"189",202,"saltmarsh","extent",NA
"190",203,"saltmarsh","extent",NA
"191",204,"saltmarsh","extent",NA
"192",205,"saltmarsh","extent",NA
"193",206,"saltmarsh","extent",NA
"194",207,"saltmarsh","extent",NA
"195",208,"saltmarsh","extent",NA
"196",209,"saltmarsh","extent",0
"197",210,"saltmarsh","extent",NA
"198",212,"saltmarsh","extent",NA
"199",213,"saltmarsh","extent",NA
"200",214,"saltmarsh","extent",NA
"201",215,"saltmarsh","extent",NA
"202",216,"saltmarsh","extent",NA
"203",218,"saltmarsh","extent",0
"204",219,"saltmarsh","extent",NA
"205",220,"saltmarsh","extent",NA
"206",221,"saltmarsh","extent",NA
"207",222,"saltmarsh","extent",0
"208",223,"saltmarsh","extent",NA
"209",224,"saltmarsh","extent",NA
"210",227,"saltmarsh","extent",0
"211",228,"saltmarsh","extent",0
"212",231,"saltmarsh","extent",NA
"213",232,"saltmarsh","extent",NA
"214",237,"saltmarsh","extent",NA
"215",244,"saltmarsh","extent",NA
"216",245,"saltmarsh","extent",NA
"217",247,"saltmarsh","extent",NA
"218",248,"saltmarsh","extent",NA
"219",249,"saltmarsh","extent",NA
"220",250,"saltmarsh","extent",NA
