"","rgn_id","habitat","variable","gap_fill"
"104",110,"coral","extent",0
"105",111,"coral","extent",0
"106",112,"coral","extent",0
"107",113,"coral","extent",0
"108",114,"coral","extent",0
"109",115,"coral","extent",0
"110",116,"coral","extent",0
"111",117,"coral","extent",0
"112",118,"coral","extent",0
"113",119,"coral","extent",0
"114",120,"coral","extent",0
"115",121,"coral","extent",NA
"116",122,"coral","extent",0
"117",123,"coral","extent",0
"118",124,"coral","extent",0
"119",125,"coral","extent",0
"120",126,"coral","extent",0
"121",127,"coral","extent",0
"122",129,"coral","extent",0
"123",130,"coral","extent",0
"124",131,"coral","extent",0
"125",132,"coral","extent",0
"126",133,"coral","extent",0
"127",134,"coral","extent",NA
"128",135,"coral","extent",0
"129",136,"coral","extent",NA
"130",137,"coral","extent",0
"131",138,"coral","extent",NA
"132",139,"coral","extent",0
"133",140,"coral","extent",0
"134",141,"coral","extent",NA
"135",143,"coral","extent",NA
"136",144,"coral","extent",NA
"137",145,"coral","extent",NA
"138",146,"coral","extent",0
"139",147,"coral","extent",0
"140",148,"coral","extent",0
"141",149,"coral","extent",NA
"142",150,"coral","extent",0
"143",151,"coral","extent",0
"144",152,"coral","extent",0
"145",153,"coral","extent",0
"146",154,"coral","extent",0
"147",155,"coral","extent",0
"148",156,"coral","extent",0
"149",157,"coral","extent",0
"150",158,"coral","extent",0
"151",159,"coral","extent",0
"152",161,"coral","extent",0
"153",162,"coral","extent",NA
"154",163,"coral","extent",0
"155",164,"coral","extent",0
"156",166,"coral","extent",0
"157",167,"coral","extent",NA
"158",168,"coral","extent",NA
"159",169,"coral","extent",NA
"160",171,"coral","extent",0
"161",172,"coral","extent",NA
"162",173,"coral","extent",NA
"163",174,"coral","extent",NA
"164",175,"coral","extent",NA
"165",176,"coral","extent",NA
"166",177,"coral","extent",NA
"167",178,"coral","extent",NA
"168",179,"coral","extent",NA
"169",180,"coral","extent",NA
"170",181,"coral","extent",NA
"171",182,"coral","extent",NA
"172",183,"coral","extent",NA
"173",184,"coral","extent",NA
"174",186,"coral","extent",NA
"175",187,"coral","extent",NA
"176",188,"coral","extent",NA
"177",189,"coral","extent",NA
"178",190,"coral","extent",0
"179",191,"coral","extent",0
"180",192,"coral","extent",NA
"181",193,"coral","extent",NA
"182",194,"coral","extent",NA
"183",195,"coral","extent",NA
"184",196,"coral","extent",NA
"185",197,"coral","extent",NA
"186",198,"coral","extent",NA
"187",199,"coral","extent",NA
"188",200,"coral","extent",NA
"189",202,"coral","extent",0
"190",203,"coral","extent",0
"191",204,"coral","extent",0
"192",205,"coral","extent",0
"193",206,"coral","extent",0
"194",207,"coral","extent",0
"195",208,"coral","extent",0
"196",209,"coral","extent",0
"197",210,"coral","extent",0
"198",212,"coral","extent",0
"199",213,"coral","extent",NA
"200",214,"coral","extent",0
"201",215,"coral","extent",0
"202",216,"coral","extent",0
"203",218,"coral","extent",NA
"204",219,"coral","extent",NA
"205",220,"coral","extent",0
"206",221,"coral","extent",0
"207",222,"coral","extent",NA
"208",223,"coral","extent",NA
"209",224,"coral","extent",NA
"210",227,"coral","extent",NA
"211",228,"coral","extent",NA
"212",231,"coral","extent",0
"213",232,"coral","extent",NA
"214",237,"coral","extent",0
"215",244,"coral","extent",0
"216",245,"coral","extent",0
"217",247,"coral","extent",0
"218",248,"coral","extent",0
"219",249,"coral","extent",0
"220",250,"coral","extent",0
