"","rgn_id","habitat","variable","gap_fill"
"99",104,"saltmarsh","health",NA
"100",105,"saltmarsh","health",NA
"101",106,"saltmarsh","health",NA
"102",107,"saltmarsh","health",NA
"103",108,"saltmarsh","health",NA
"104",110,"saltmarsh","health",NA
"105",111,"saltmarsh","health",NA
"106",112,"saltmarsh","health",NA
"107",113,"saltmarsh","health",NA
"108",114,"saltmarsh","health",NA
"109",115,"saltmarsh","health",NA
"110",116,"saltmarsh","health",NA
"111",117,"saltmarsh","health",NA
"112",118,"saltmarsh","health",NA
"113",119,"saltmarsh","health",NA
"114",120,"saltmarsh","health",NA
"115",121,"saltmarsh","health",NA
"116",122,"saltmarsh","health",NA
"117",123,"saltmarsh","health",NA
"118",124,"saltmarsh","health",NA
"119",125,"saltmarsh","health",NA
"120",126,"saltmarsh","health",NA
"121",127,"saltmarsh","health",NA
"122",129,"saltmarsh","health",NA
"123",130,"saltmarsh","health",NA
"124",131,"saltmarsh","health",NA
"125",132,"saltmarsh","health",NA
"126",133,"saltmarsh","health",NA
"127",134,"saltmarsh","health",NA
"128",135,"saltmarsh","health",NA
"129",136,"saltmarsh","health",NA
"130",137,"saltmarsh","health",NA
"131",138,"saltmarsh","health",NA
"132",139,"saltmarsh","health",NA
"133",140,"saltmarsh","health",NA
"134",141,"saltmarsh","health",NA
"135",143,"saltmarsh","health",NA
"136",144,"saltmarsh","health",NA
"137",145,"saltmarsh","health",NA
"138",146,"saltmarsh","health",NA
"139",147,"saltmarsh","health",NA
"140",148,"saltmarsh","health",NA
"141",149,"saltmarsh","health",NA
"142",150,"saltmarsh","health",NA
"143",151,"saltmarsh","health",NA
"144",152,"saltmarsh","health",NA
"145",153,"saltmarsh","health","disagg2012_gap_fill"
"146",154,"saltmarsh","health","disagg2012_gap_fill"
"147",155,"saltmarsh","health",NA
"148",156,"saltmarsh","health","disagg2012_gap_fill"
"149",157,"saltmarsh","health",NA
"150",158,"saltmarsh","health",NA
"151",159,"saltmarsh","health",NA
"152",161,"saltmarsh","health",NA
"153",162,"saltmarsh","health","0"
"154",163,"saltmarsh","health","0"
"155",164,"saltmarsh","health",NA
"156",166,"saltmarsh","health",NA
"157",167,"saltmarsh","health",NA
"158",168,"saltmarsh","health",NA
"159",169,"saltmarsh","health",NA
"160",171,"saltmarsh","health",NA
"161",172,"saltmarsh","health",NA
"162",173,"saltmarsh","health",NA
"163",174,"saltmarsh","health",NA
"164",175,"saltmarsh","health",NA
"165",176,"saltmarsh","health","0"
"166",177,"saltmarsh","health","0"
"167",178,"saltmarsh","health","0"
"168",179,"saltmarsh","health","0"
"169",180,"saltmarsh","health","0"
"170",181,"saltmarsh","health","0"
"171",182,"saltmarsh","health",NA
"172",183,"saltmarsh","health",NA
"173",184,"saltmarsh","health","0"
"174",186,"saltmarsh","health",NA
"175",187,"saltmarsh","health",NA
"176",188,"saltmarsh","health",NA
"177",189,"saltmarsh","health",NA
"178",190,"saltmarsh","health",NA
"179",191,"saltmarsh","health",NA
"180",192,"saltmarsh","health",NA
"181",193,"saltmarsh","health",NA
"182",194,"saltmarsh","health",NA
"183",195,"saltmarsh","health",NA
"184",196,"saltmarsh","health",NA
"185",197,"saltmarsh","health",NA
"186",198,"saltmarsh","health",NA
"187",199,"saltmarsh","health",NA
"188",200,"saltmarsh","health",NA
"189",202,"saltmarsh","health",NA
"190",203,"saltmarsh","health",NA
"191",204,"saltmarsh","health",NA
"192",205,"saltmarsh","health",NA
"193",206,"saltmarsh","health",NA
"194",207,"saltmarsh","health",NA
"195",208,"saltmarsh","health",NA
"196",209,"saltmarsh","health","0"
"197",210,"saltmarsh","health",NA
"198",212,"saltmarsh","health",NA
"199",213,"saltmarsh","health",NA
"200",214,"saltmarsh","health",NA
"201",215,"saltmarsh","health",NA
"202",216,"saltmarsh","health",NA
"203",218,"saltmarsh","health","0"
"204",219,"saltmarsh","health",NA
"205",220,"saltmarsh","health",NA
"206",221,"saltmarsh","health",NA
"207",222,"saltmarsh","health","0"
"208",223,"saltmarsh","health",NA
"209",224,"saltmarsh","health",NA
"210",227,"saltmarsh","health","disagg2012_gap_fill"
"211",228,"saltmarsh","health","disagg2012_gap_fill"
"212",231,"saltmarsh","health",NA
"213",232,"saltmarsh","health",NA
"214",237,"saltmarsh","health",NA
"215",244,"saltmarsh","health",NA
"216",245,"saltmarsh","health",NA
"217",247,"saltmarsh","health",NA
"218",248,"saltmarsh","health",NA
"219",249,"saltmarsh","health",NA
"220",250,"saltmarsh","health",NA
