"","rgn_id","year","gapfilled","method"
"106",9,2014,0,NA
"107",9,2015,0,NA
"108",9,2016,0,NA
"109",10,2005,1,"lm based on N years data: 10"
"110",10,2006,1,"lm based on N years data: 10"
"111",10,2007,0,NA
"112",10,2008,0,NA
"113",10,2009,0,NA
"114",10,2010,0,NA
"115",10,2011,0,NA
"116",10,2012,0,NA
"117",10,2013,0,NA
"118",10,2014,0,NA
"119",10,2015,0,NA
"120",10,2016,0,NA
"121",11,2005,0,NA
"122",11,2006,0,NA
"123",11,2007,0,NA
"124",11,2008,0,NA
"125",11,2009,0,NA
"126",11,2010,0,NA
"127",11,2011,0,NA
"128",11,2012,0,NA
"129",11,2013,0,NA
"130",11,2014,0,NA
"131",11,2015,0,NA
"132",11,2016,0,NA
"133",12,2005,1,"UN_geopolitical region avg, r2"
"134",12,2006,1,"UN_geopolitical region avg, r2"
"135",12,2007,1,"UN_geopolitical region avg, r2"
"136",12,2008,1,"UN_geopolitical region avg, r2"
"137",12,2009,1,"UN_geopolitical region avg, r2"
"138",12,2010,1,"UN_geopolitical region avg, r2"
"139",12,2011,1,"UN_geopolitical region avg, r2"
"140",12,2012,1,"UN_geopolitical region avg, r2"
"141",12,2013,1,"UN_geopolitical region avg, r2"
"142",12,2014,1,"UN_geopolitical region avg, r2"
"143",12,2015,1,"UN_geopolitical region avg, r2"
"144",12,2016,1,"UN_geopolitical region avg, r2"
"145",13,2005,1,"UN_geopolitical region avg, r2"
"146",13,2006,1,"UN_geopolitical region avg, r2"
"147",13,2007,1,"UN_geopolitical region avg, r2"
"148",13,2008,1,"UN_geopolitical region avg, r2"
"149",13,2009,1,"UN_geopolitical region avg, r2"
"150",13,2010,1,"UN_geopolitical region avg, r2"
"151",13,2011,1,"UN_geopolitical region avg, r2"
"152",13,2012,1,"UN_geopolitical region avg, r2"
"153",13,2013,1,"UN_geopolitical region avg, r2"
"154",13,2014,1,"UN_geopolitical region avg, r2"
"155",13,2015,1,"UN_geopolitical region avg, r2"
"156",13,2016,1,"UN_geopolitical region avg, r2"
"157",14,2005,1,"UN_geopolitical region avg, r2"
"158",14,2006,1,"UN_geopolitical region avg, r2"
"159",14,2007,1,"UN_geopolitical region avg, r2"
"160",14,2008,1,"UN_geopolitical region avg, r2"
"161",14,2009,1,"UN_geopolitical region avg, r2"
"162",14,2010,1,"UN_geopolitical region avg, r2"
"163",14,2011,1,"UN_geopolitical region avg, r2"
"164",14,2012,1,"UN_geopolitical region avg, r2"
"165",14,2013,1,"UN_geopolitical region avg, r2"
"166",14,2014,1,"UN_geopolitical region avg, r2"
"167",14,2015,1,"UN_geopolitical region avg, r2"
"168",14,2016,1,"UN_geopolitical region avg, r2"
"169",15,2005,0,NA
"170",15,2006,0,NA
"171",15,2007,0,NA
"172",15,2008,0,NA
"173",15,2009,0,NA
"174",15,2010,0,NA
"175",15,2011,0,NA
"176",15,2012,0,NA
"177",15,2013,0,NA
"178",15,2014,0,NA
"179",15,2015,0,NA
"180",15,2016,0,NA
"181",16,2005,0,NA
"182",16,2006,0,NA
"183",16,2007,0,NA
"184",16,2008,0,NA
"185",16,2009,0,NA
"186",16,2010,0,NA
"187",16,2011,0,NA
"188",16,2012,0,NA
"189",16,2013,0,NA
"190",16,2014,0,NA
"191",16,2015,0,NA
"192",16,2016,0,NA
"193",17,2005,0,NA
"194",17,2006,0,NA
"195",17,2007,0,NA
"196",17,2008,0,NA
"197",17,2009,0,NA
"198",17,2010,0,NA
"199",17,2011,0,NA
"200",17,2012,0,NA
"201",17,2013,0,NA
"202",17,2014,0,NA
"203",17,2015,1,"lm based on N years data: 10"
"204",17,2016,1,"lm based on N years data: 10"
"205",18,2005,0,NA
"206",18,2006,0,NA
"207",18,2007,0,NA
"208",18,2008,0,NA
"209",18,2009,0,NA
"210",18,2010,0,NA
"211",18,2011,0,NA
"212",18,2012,0,NA
"213",18,2013,0,NA
"214",18,2014,0,NA
"215",18,2015,0,NA
"216",18,2016,0,NA
"217",19,2005,0,NA
"218",19,2006,0,NA
"219",19,2007,0,NA
"220",19,2008,0,NA
"221",19,2009,0,NA
"222",19,2010,0,NA
"223",19,2011,0,NA
"224",19,2012,0,NA
"225",19,2013,0,NA
"226",19,2014,0,NA
"227",19,2015,0,NA
"228",19,2016,0,NA
"229",20,2005,0,NA
"230",20,2006,0,NA
"231",20,2007,0,NA
"232",20,2008,0,NA
"233",20,2009,0,NA
"234",20,2010,0,NA
"235",20,2011,0,NA
"236",20,2012,0,NA
"237",20,2013,0,NA
"238",20,2014,0,NA
"239",20,2015,0,NA
"240",20,2016,0,NA
"241",21,2005,1,"UN_geopolitical region avg, r2"
"242",21,2006,1,"UN_geopolitical region avg, r2"
"243",21,2007,1,"UN_geopolitical region avg, r2"
"244",21,2008,1,"UN_geopolitical region avg, r2"
"245",21,2009,1,"UN_geopolitical region avg, r2"
"246",21,2010,1,"UN_geopolitical region avg, r2"
"247",21,2011,1,"UN_geopolitical region avg, r2"
"248",21,2012,1,"UN_geopolitical region avg, r2"
"249",21,2013,1,"UN_geopolitical region avg, r2"
"250",21,2014,1,"UN_geopolitical region avg, r2"
"251",21,2015,1,"UN_geopolitical region avg, r2"
"252",21,2016,1,"UN_geopolitical region avg, r2"
"253",24,2005,0,NA
"254",24,2006,0,NA
"255",24,2007,0,NA
"256",24,2008,0,NA
"257",24,2009,0,NA
"258",24,2010,0,NA
"259",24,2011,0,NA
"260",24,2012,0,NA
"261",24,2013,0,NA
"262",24,2014,0,NA
"263",24,2015,0,NA
"264",24,2016,0,NA
"265",25,2005,0,NA
"266",25,2006,0,NA
"267",25,2007,0,NA
"268",25,2008,0,NA
"269",25,2009,0,NA
"270",25,2010,0,NA
"271",25,2011,0,NA
"272",25,2012,0,NA
"273",25,2013,0,NA
"274",25,2014,0,NA
"275",25,2015,0,NA
"276",25,2016,0,NA
"277",26,2005,1,"UN_geopolitical region avg, r2"
"278",26,2006,1,"UN_geopolitical region avg, r2"
"279",26,2007,1,"UN_geopolitical region avg, r2"
"280",26,2008,1,"UN_geopolitical region avg, r2"
"281",26,2009,1,"UN_geopolitical region avg, r2"
"282",26,2010,1,"UN_geopolitical region avg, r2"
"283",26,2011,1,"UN_geopolitical region avg, r2"
"284",26,2012,1,"UN_geopolitical region avg, r2"
"285",26,2013,1,"UN_geopolitical region avg, r2"
"286",26,2014,1,"UN_geopolitical region avg, r2"
"287",26,2015,1,"UN_geopolitical region avg, r2"
"288",26,2016,1,"UN_geopolitical region avg, r2"
"289",28,2005,0,NA
"290",28,2006,0,NA
"291",28,2007,0,NA
"292",28,2008,0,NA
"293",28,2009,0,NA
"294",28,2010,0,NA
"295",28,2011,0,NA
"296",28,2012,0,NA
"297",28,2013,0,NA
"298",28,2014,0,NA
"299",28,2015,0,NA
"300",28,2016,0,NA
"301",29,2005,1,"UN_geopolitical region avg, r2"
"302",29,2006,1,"UN_geopolitical region avg, r2"
"303",29,2007,1,"UN_geopolitical region avg, r2"
"304",29,2008,1,"UN_geopolitical region avg, r2"
"305",29,2009,1,"UN_geopolitical region avg, r2"
"306",29,2010,1,"UN_geopolitical region avg, r2"
"307",29,2011,1,"UN_geopolitical region avg, r2"
"308",29,2012,1,"UN_geopolitical region avg, r2"
"309",29,2013,1,"UN_geopolitical region avg, r2"
"310",29,2014,1,"UN_geopolitical region avg, r2"
"311",29,2015,1,"UN_geopolitical region avg, r2"
"312",29,2016,1,"UN_geopolitical region avg, r2"
"313",30,2005,1,"UN_geopolitical region avg, r2"
"314",30,2006,1,"UN_geopolitical region avg, r2"
"315",30,2007,1,"UN_geopolitical region avg, r2"
"316",30,2008,1,"UN_geopolitical region avg, r2"
"317",30,2009,1,"UN_geopolitical region avg, r2"
"318",30,2010,1,"UN_geopolitical region avg, r2"
"319",30,2011,1,"UN_geopolitical region avg, r2"
"320",30,2012,1,"UN_geopolitical region avg, r2"
"321",30,2013,1,"UN_geopolitical region avg, r2"
"322",30,2014,1,"UN_geopolitical region avg, r2"
"323",30,2015,1,"UN_geopolitical region avg, r2"
"324",30,2016,1,"UN_geopolitical region avg, r2"
"325",31,2005,0,NA
"326",31,2006,0,NA
"327",31,2007,0,NA
"328",31,2008,0,NA
"329",31,2009,0,NA
"330",31,2010,0,NA
"331",31,2011,0,NA
"332",31,2012,0,NA
"333",31,2013,0,NA
"334",31,2014,0,NA
"335",31,2015,0,NA
"336",31,2016,0,NA
"337",32,2005,1,"UN_geopolitical region avg, r2"
"338",32,2006,1,"UN_geopolitical region avg, r2"
"339",32,2007,1,"UN_geopolitical region avg, r2"
"340",32,2008,1,"UN_geopolitical region avg, r2"
"341",32,2009,1,"UN_geopolitical region avg, r2"
"342",32,2010,1,"UN_geopolitical region avg, r2"
"343",32,2011,1,"UN_geopolitical region avg, r2"
"344",32,2012,1,"UN_geopolitical region avg, r2"
"345",32,2013,1,"UN_geopolitical region avg, r2"
"346",32,2014,1,"UN_geopolitical region avg, r2"
"347",32,2015,1,"UN_geopolitical region avg, r2"
"348",32,2016,1,"UN_geopolitical region avg, r2"
"349",33,2005,1,"UN_geopolitical region avg, r2"
"350",33,2006,1,"UN_geopolitical region avg, r2"
"351",33,2007,1,"UN_geopolitical region avg, r2"
"352",33,2008,1,"UN_geopolitical region avg, r2"
"353",33,2009,1,"UN_geopolitical region avg, r2"
"354",33,2010,1,"UN_geopolitical region avg, r2"
"355",33,2011,1,"UN_geopolitical region avg, r2"
"356",33,2012,1,"UN_geopolitical region avg, r2"
"357",33,2013,1,"UN_geopolitical region avg, r2"
"358",33,2014,1,"UN_geopolitical region avg, r2"
"359",33,2015,1,"UN_geopolitical region avg, r2"
"360",33,2016,1,"UN_geopolitical region avg, r2"
"361",34,2005,1,"UN_geopolitical region avg, r2"
"362",34,2006,1,"UN_geopolitical region avg, r2"
"363",34,2007,1,"UN_geopolitical region avg, r2"
"364",34,2008,1,"UN_geopolitical region avg, r2"
"365",34,2009,1,"UN_geopolitical region avg, r2"
"366",34,2010,1,"UN_geopolitical region avg, r2"
"367",34,2011,1,"UN_geopolitical region avg, r2"
"368",34,2012,1,"UN_geopolitical region avg, r2"
"369",34,2013,1,"UN_geopolitical region avg, r2"
"370",34,2014,1,"UN_geopolitical region avg, r2"
"371",34,2015,1,"UN_geopolitical region avg, r2"
"372",34,2016,1,"UN_geopolitical region avg, r2"
"373",35,2005,1,"UN_geopolitical region avg, r2"
"374",35,2006,1,"UN_geopolitical region avg, r2"
"375",35,2007,1,"UN_geopolitical region avg, r2"
"376",35,2008,1,"UN_geopolitical region avg, r2"
"377",35,2009,1,"UN_geopolitical region avg, r2"
"378",35,2010,1,"UN_geopolitical region avg, r2"
"379",35,2011,1,"UN_geopolitical region avg, r2"
"380",35,2012,1,"UN_geopolitical region avg, r2"
"381",35,2013,1,"UN_geopolitical region avg, r2"
"382",35,2014,1,"UN_geopolitical region avg, r2"
"383",35,2015,1,"UN_geopolitical region avg, r2"
"384",35,2016,1,"UN_geopolitical region avg, r2"
"385",36,2005,1,"UN_geopolitical region avg, r2"
"386",36,2006,1,"UN_geopolitical region avg, r2"
"387",36,2007,1,"UN_geopolitical region avg, r2"
"388",36,2008,1,"UN_geopolitical region avg, r2"
"389",36,2009,1,"UN_geopolitical region avg, r2"
"390",36,2010,1,"UN_geopolitical region avg, r2"
"391",36,2011,1,"UN_geopolitical region avg, r2"
"392",36,2012,1,"UN_geopolitical region avg, r2"
"393",36,2013,1,"UN_geopolitical region avg, r2"
"394",36,2014,1,"UN_geopolitical region avg, r2"
"395",36,2015,1,"UN_geopolitical region avg, r2"
"396",36,2016,1,"UN_geopolitical region avg, r2"
"397",37,2005,0,NA
"398",37,2006,0,NA
"399",37,2007,0,NA
"400",37,2008,0,NA
"401",37,2009,0,NA
"402",37,2010,0,NA
"403",37,2011,0,NA
"404",37,2012,0,NA
"405",37,2013,0,NA
"406",37,2014,0,NA
"407",37,2015,0,NA
"408",37,2016,0,NA
"409",38,2005,1,"UN_geopolitical region avg, r2"
"410",38,2006,1,"UN_geopolitical region avg, r2"
"411",38,2007,1,"UN_geopolitical region avg, r2"
"412",38,2008,1,"UN_geopolitical region avg, r2"
"413",38,2009,1,"UN_geopolitical region avg, r2"
"414",38,2010,1,"UN_geopolitical region avg, r2"
"415",38,2011,1,"UN_geopolitical region avg, r2"
"416",38,2012,1,"UN_geopolitical region avg, r2"
"417",38,2013,1,"UN_geopolitical region avg, r2"
"418",38,2014,1,"UN_geopolitical region avg, r2"
"419",38,2015,1,"UN_geopolitical region avg, r2"
"420",38,2016,1,"UN_geopolitical region avg, r2"
"421",39,2005,0,NA
"422",39,2006,0,NA
"423",39,2007,0,NA
"424",39,2008,0,NA
"425",39,2009,0,NA
"426",39,2010,0,NA
"427",39,2011,0,NA
"428",39,2012,0,NA
"429",39,2013,0,NA
"430",39,2014,0,NA
"431",39,2015,0,NA
"432",39,2016,0,NA
"433",40,2005,0,NA
"434",40,2006,0,NA
"435",40,2007,0,NA
"436",40,2008,0,NA
"437",40,2009,0,NA
"438",40,2010,0,NA
"439",40,2011,0,NA
"440",40,2012,0,NA
"441",40,2013,0,NA
"442",40,2014,0,NA
"443",40,2015,0,NA
"444",40,2016,0,NA
"445",41,2005,0,NA
"446",41,2006,0,NA
"447",41,2007,0,NA
"448",41,2008,0,NA
"449",41,2009,0,NA
"450",41,2010,0,NA
"451",41,2011,0,NA
"452",41,2012,0,NA
"453",41,2013,0,NA
"454",41,2014,0,NA
"455",41,2015,0,NA
"456",41,2016,0,NA
"457",42,2005,0,NA
"458",42,2006,0,NA
"459",42,2007,0,NA
"460",42,2008,0,NA
"461",42,2009,0,NA
"462",42,2010,0,NA
"463",42,2011,0,NA
"464",42,2012,0,NA
"465",42,2013,0,NA
"466",42,2014,0,NA
"467",42,2015,0,NA
"468",42,2016,0,NA
"469",43,2005,0,NA
"470",43,2006,0,NA
"471",43,2007,0,NA
"472",43,2008,0,NA
"473",43,2009,0,NA
"474",43,2010,0,NA
"475",43,2011,0,NA
"476",43,2012,0,NA
"477",43,2013,0,NA
"478",43,2014,0,NA
"479",43,2015,0,NA
"480",43,2016,0,NA
"481",44,2005,1,"UN_geopolitical region avg, r2"
"482",44,2006,1,"UN_geopolitical region avg, r2"
"483",44,2007,1,"UN_geopolitical region avg, r2"
"484",44,2008,1,"UN_geopolitical region avg, r2"
"485",44,2009,1,"UN_geopolitical region avg, r2"
"486",44,2010,1,"UN_geopolitical region avg, r2"
"487",44,2011,1,"UN_geopolitical region avg, r2"
"488",44,2012,1,"UN_geopolitical region avg, r2"
"489",44,2013,1,"UN_geopolitical region avg, r2"
"490",44,2014,1,"UN_geopolitical region avg, r2"
"491",44,2015,1,"UN_geopolitical region avg, r2"
"492",44,2016,1,"UN_geopolitical region avg, r2"
"493",45,2005,0,NA
"494",45,2006,0,NA
"495",45,2007,0,NA
"496",45,2008,0,NA
"497",45,2009,0,NA
"498",45,2010,0,NA
"499",45,2011,0,NA
"500",45,2012,1,"lm based on N years data: 7"
"501",45,2013,1,"lm based on N years data: 7"
"502",45,2014,1,"lm based on N years data: 7"
"503",45,2015,1,"lm based on N years data: 7"
"504",45,2016,1,"lm based on N years data: 7"
"505",46,2005,0,NA
"506",46,2006,0,NA
"507",46,2007,0,NA
"508",46,2008,0,NA
"509",46,2009,0,NA
"510",46,2010,0,NA
"511",46,2011,0,NA
"512",46,2012,0,NA
"513",46,2013,0,NA
"514",46,2014,0,NA
"515",46,2015,0,NA
"516",46,2016,1,"lm based on N years data: 11"
"517",47,2005,0,NA
"518",47,2006,0,NA
"519",47,2007,0,NA
"520",47,2008,0,NA
"521",47,2009,0,NA
"522",47,2010,0,NA
"523",47,2011,0,NA
"524",47,2012,0,NA
"525",47,2013,0,NA
"526",47,2014,0,NA
"527",47,2015,0,NA
"528",47,2016,0,NA
"529",48,2005,0,NA
"530",48,2006,0,NA
"531",48,2007,0,NA
"532",48,2008,0,NA
"533",48,2009,0,NA
"534",48,2010,0,NA
"535",48,2011,0,NA
"536",48,2012,0,NA
"537",48,2013,0,NA
"538",48,2014,0,NA
"539",48,2015,0,NA
"540",48,2016,1,"lm based on N years data: 11"
"541",49,2005,0,NA
"542",49,2006,0,NA
"543",49,2007,0,NA
"544",49,2008,0,NA
"545",49,2009,0,NA
"546",49,2010,0,NA
"547",49,2011,0,NA
"548",49,2012,0,NA
"549",49,2013,0,NA
"550",49,2014,0,NA
"551",49,2015,0,NA
"552",49,2016,0,NA
"553",50,2005,0,NA
"554",50,2006,0,NA
"555",50,2007,0,NA
"556",50,2008,0,NA
"557",50,2009,0,NA
"558",50,2010,0,NA
"559",50,2011,0,NA
"560",50,2012,0,NA
"561",50,2013,0,NA
"562",50,2014,0,NA
"563",50,2015,0,NA
"564",50,2016,0,NA
"565",51,2005,0,NA
"566",51,2006,0,NA
"567",51,2007,0,NA
"568",51,2008,0,NA
"569",51,2009,0,NA
"570",51,2010,0,NA
"571",51,2011,0,NA
"572",51,2012,0,NA
"573",51,2013,0,NA
"574",51,2014,0,NA
"575",51,2015,0,NA
"576",51,2016,1,"lm based on N years data: 11"
"577",52,2005,0,NA
"578",52,2006,0,NA
"579",52,2007,0,NA
"580",52,2008,0,NA
"581",52,2009,0,NA
"582",52,2010,0,NA
"583",52,2011,0,NA
"584",52,2012,0,NA
"585",52,2013,0,NA
"586",52,2014,0,NA
"587",52,2015,0,NA
"588",52,2016,1,"lm based on N years data: 11"
"589",53,2005,0,NA
"590",53,2006,0,NA
"591",53,2007,0,NA
"592",53,2008,0,NA
"593",53,2009,0,NA
"594",53,2010,0,NA
"595",53,2011,0,NA
"596",53,2012,0,NA
"597",53,2013,0,NA
"598",53,2014,0,NA
"599",53,2015,0,NA
"600",53,2016,0,NA
"601",54,2005,0,NA
"602",54,2006,0,NA
"603",54,2007,0,NA
"604",54,2008,0,NA
"605",54,2009,0,NA
"606",54,2010,0,NA
"607",54,2011,0,NA
"608",54,2012,0,NA
"609",54,2013,0,NA
"610",54,2014,0,NA
"611",54,2015,0,NA
"612",54,2016,0,NA
"613",55,2005,1,"UN_geopolitical region avg, r2"
"614",55,2006,1,"UN_geopolitical region avg, r2"
"615",55,2007,1,"UN_geopolitical region avg, r2"
"616",55,2008,1,"UN_geopolitical region avg, r2"
"617",55,2009,1,"UN_geopolitical region avg, r2"
"618",55,2010,1,"UN_geopolitical region avg, r2"
"619",55,2011,1,"UN_geopolitical region avg, r2"
"620",55,2012,1,"UN_geopolitical region avg, r2"
"621",55,2013,1,"UN_geopolitical region avg, r2"
"622",55,2014,1,"UN_geopolitical region avg, r2"
"623",55,2015,1,"UN_geopolitical region avg, r2"
"624",55,2016,1,"UN_geopolitical region avg, r2"
"625",56,2005,0,NA
"626",56,2006,0,NA
"627",56,2007,0,NA
"628",56,2008,0,NA
"629",56,2009,0,NA
"630",56,2010,0,NA
"631",56,2011,0,NA
"632",56,2012,0,NA
"633",56,2013,0,NA
"634",56,2014,0,NA
"635",56,2015,0,NA
"636",56,2016,0,NA
"637",57,2005,1,"UN_geopolitical region avg, r2"
"638",57,2006,1,"UN_geopolitical region avg, r2"
"639",57,2007,1,"UN_geopolitical region avg, r2"
"640",57,2008,1,"UN_geopolitical region avg, r2"
"641",57,2009,1,"UN_geopolitical region avg, r2"
"642",57,2010,1,"UN_geopolitical region avg, r2"
"643",57,2011,1,"UN_geopolitical region avg, r2"
"644",57,2012,1,"UN_geopolitical region avg, r2"
"645",57,2013,1,"UN_geopolitical region avg, r2"
"646",57,2014,1,"UN_geopolitical region avg, r2"
"647",57,2015,1,"UN_geopolitical region avg, r2"
"648",57,2016,1,"UN_geopolitical region avg, r2"
"649",58,2005,1,"UN_geopolitical region avg, r2"
"650",58,2006,1,"UN_geopolitical region avg, r2"
"651",58,2007,1,"UN_geopolitical region avg, r2"
"652",58,2008,1,"UN_geopolitical region avg, r2"
"653",58,2009,1,"UN_geopolitical region avg, r2"
"654",58,2010,1,"UN_geopolitical region avg, r2"
"655",58,2011,1,"UN_geopolitical region avg, r2"
"656",58,2012,1,"UN_geopolitical region avg, r2"
"657",58,2013,1,"UN_geopolitical region avg, r2"
"658",58,2014,1,"UN_geopolitical region avg, r2"
"659",58,2015,1,"UN_geopolitical region avg, r2"
"660",58,2016,1,"UN_geopolitical region avg, r2"
"661",59,2005,0,NA
"662",59,2006,0,NA
"663",59,2007,0,NA
"664",59,2008,0,NA
"665",59,2009,0,NA
"666",59,2010,0,NA
"667",59,2011,0,NA
"668",59,2012,0,NA
"669",59,2013,0,NA
"670",59,2014,0,NA
"671",59,2015,0,NA
"672",59,2016,0,NA
"673",60,2005,1,"UN_geopolitical region avg, r2"
"674",60,2006,1,"UN_geopolitical region avg, r2"
"675",60,2007,1,"UN_geopolitical region avg, r2"
"676",60,2008,1,"UN_geopolitical region avg, r2"
"677",60,2009,1,"UN_geopolitical region avg, r2"
"678",60,2010,1,"UN_geopolitical region avg, r2"
"679",60,2011,1,"UN_geopolitical region avg, r2"
"680",60,2012,1,"UN_geopolitical region avg, r2"
"681",60,2013,1,"UN_geopolitical region avg, r2"
"682",60,2014,1,"UN_geopolitical region avg, r2"
"683",60,2015,1,"UN_geopolitical region avg, r2"
"684",60,2016,1,"UN_geopolitical region avg, r2"
"685",61,2005,0,NA
"686",61,2006,0,NA
"687",61,2007,0,NA
"688",61,2008,0,NA
"689",61,2009,0,NA
"690",61,2010,0,NA
"691",61,2011,0,NA
"692",61,2012,0,NA
"693",61,2013,0,NA
"694",61,2014,0,NA
"695",61,2015,0,NA
"696",61,2016,0,NA
"697",62,2005,0,NA
"698",62,2006,0,NA
"699",62,2007,0,NA
"700",62,2008,0,NA
"701",62,2009,0,NA
"702",62,2010,0,NA
"703",62,2011,0,NA
"704",62,2012,0,NA
"705",62,2013,0,NA
"706",62,2014,0,NA
"707",62,2015,0,NA
"708",62,2016,0,NA
"709",63,2005,1,"UN_geopolitical region avg, r2"
"710",63,2006,1,"UN_geopolitical region avg, r2"
"711",63,2007,1,"UN_geopolitical region avg, r2"
"712",63,2008,1,"UN_geopolitical region avg, r2"
"713",63,2009,1,"UN_geopolitical region avg, r2"
"714",63,2010,1,"UN_geopolitical region avg, r2"
"715",63,2011,1,"UN_geopolitical region avg, r2"
"716",63,2012,1,"UN_geopolitical region avg, r2"
"717",63,2013,1,"UN_geopolitical region avg, r2"
"718",63,2014,1,"UN_geopolitical region avg, r2"
"719",63,2015,1,"UN_geopolitical region avg, r2"
"720",63,2016,1,"UN_geopolitical region avg, r2"
"721",64,2005,0,NA
"722",64,2006,0,NA
"723",64,2007,0,NA
"724",64,2008,0,NA
"725",64,2009,0,NA
"726",64,2010,0,NA
"727",64,2011,0,NA
"728",64,2012,0,NA
"729",64,2013,0,NA
"730",64,2014,0,NA
"731",64,2015,0,NA
"732",64,2016,0,NA
"733",65,2005,0,NA
"734",65,2006,0,NA
"735",65,2007,0,NA
"736",65,2008,0,NA
"737",65,2009,0,NA
"738",65,2010,0,NA
"739",65,2011,0,NA
"740",65,2012,0,NA
"741",65,2013,0,NA
"742",65,2014,0,NA
"743",65,2015,0,NA
"744",65,2016,0,NA
"745",66,2005,0,NA
"746",66,2006,0,NA
"747",66,2007,0,NA
"748",66,2008,0,NA
"749",66,2009,0,NA
"750",66,2010,0,NA
"751",66,2011,0,NA
"752",66,2012,0,NA
"753",66,2013,0,NA
