layer,variable,variable_data
cc_sst,fn_2016a,sst_2016.csv
cc_sst,ingest,TRUE
cc_uv,dir_2012a,ohiprep:globalprep/prs_uv/v2016/output
cc_uv,dir_2013a,ohiprep:globalprep/prs_uv/v2016/output
cc_uv,dir_2014a,ohiprep:globalprep/prs_uv/v2016/output
cc_uv,dir_2015a,ohiprep:globalprep/prs_uv/v2016/output
cc_uv,dir_2016a,ohiprep:globalprep/prs_uv/v2016/output
cc_uv,name_data_fld,pressure_score
cc_uv,fn_2012a,uv_2012.csv
cc_uv,fn_2013a,uv_2013.csv
cc_uv,fn_2014a,uv_2014.csv
cc_uv,fn_2015a,uv_2015.csv
cc_uv,fn_2016a,uv_2016.csv
cc_uv,ingest,TRUE
cntry_rgn,dir_2012a,ohiprep:globalprep/spatial/v2013
cntry_rgn,dir_2013a,ohiprep:globalprep/spatial/v2013
cntry_rgn,dir_2014a,
cntry_rgn,dir_2015a,
cntry_rgn,dir_2016a,
cntry_rgn,name_data_fld,rgn_id
cntry_rgn,fn_2012a,cntry_rgn_2013.csv
cntry_rgn,fn_2013a,cntry_rgn_2013.csv
cntry_rgn,fn_2014a,
cntry_rgn,fn_2015a,
cntry_rgn,fn_2016a,
cntry_rgn,ingest,TRUE
cw_chemical_trend,dir_2012a,ohiprep:globalprep/prs_chem/v2016/output
cw_chemical_trend,dir_2013a,ohiprep:globalprep/prs_chem/v2016/output
cw_chemical_trend,dir_2014a,ohiprep:globalprep/prs_chem/v2016/output
cw_chemical_trend,dir_2015a,ohiprep:globalprep/prs_chem/v2016/output
cw_chemical_trend,dir_2016a,ohiprep:globalprep/prs_chem/v2016/output
cw_chemical_trend,name_data_fld,trend
cw_chemical_trend,fn_2012a,cw_chemical_trend_2012_new.csv
cw_chemical_trend,fn_2013a,cw_chemical_trend_2013_new.csv
cw_chemical_trend,fn_2014a,cw_chemical_trend_2014_new.csv
cw_chemical_trend,fn_2015a,cw_chemical_trend_2015_new.csv
cw_chemical_trend,fn_2016a,cw_chemical_trend_2016_new.csv
cw_chemical_trend,ingest,TRUE
cw_nutrient_trend,dir_2012a,ohiprep:globalprep/prs_land-based_nutrient/v2016/output
cw_nutrient_trend,dir_2013a,ohiprep:globalprep/prs_land-based_nutrient/v2016/output
cw_nutrient_trend,dir_2014a,ohiprep:globalprep/prs_land-based_nutrient/v2016/output
cw_nutrient_trend,dir_2015a,ohiprep:globalprep/prs_land-based_nutrient/v2016/output
cw_nutrient_trend,dir_2016a,ohiprep:globalprep/prs_land-based_nutrient/v2016/output
cw_nutrient_trend,name_data_fld,trend
cw_nutrient_trend,fn_2012a,cw_fertilizers_trend_2012_new.csv
cw_nutrient_trend,fn_2013a,cw_fertilizers_trend_2013_new.csv
cw_nutrient_trend,fn_2014a,cw_fertilizers_trend_2014_new.csv
cw_nutrient_trend,fn_2015a,cw_fertilizers_trend_2015_new.csv
cw_nutrient_trend,fn_2016a,cw_fertilizers_trend_2016_new.csv
cw_nutrient_trend,ingest,TRUE
cw_pathogen_trend,dir_2012a,ohiprep:globalprep/prs_cw_pathogen/v2016/output
cw_pathogen_trend,dir_2013a,ohiprep:globalprep/prs_cw_pathogen/v2016/output
cw_pathogen_trend,dir_2014a,ohiprep:globalprep/prs_cw_pathogen/v2016/output
cw_pathogen_trend,dir_2015a,ohiprep:globalprep/prs_cw_pathogen/v2016/output
cw_pathogen_trend,dir_2016a,
cw_pathogen_trend,name_data_fld,trend
cw_pathogen_trend,fn_2012a,pathogens_popdensity25mi_trend_2012a.csv
cw_pathogen_trend,fn_2013a,pathogens_popdensity25mi_trend_2013a.csv
cw_pathogen_trend,fn_2014a,pathogens_popdensity25mi_trend_2014a.csv
cw_pathogen_trend,fn_2015a,pathogens_popdensity25mi_trend_2015a.csv
cw_pathogen_trend,fn_2016a,
cw_pathogen_trend,ingest,TRUE
cw_trash_trend,dir_2012a,ohiprep:globalprep/cw_trend_trash/v2016/output
cw_trash_trend,dir_2013a,ohiprep:globalprep/cw_trend_trash/v2016/output
cw_trash_trend,dir_2014a,
cw_trash_trend,dir_2015a,
cw_trash_trend,dir_2016a,
cw_trash_trend,name_data_fld,trend
cw_trash_trend,fn_2012a,cw_trash_trend.csv
cw_trash_trend,fn_2013a,cw_trash_trend.csv
cw_trash_trend,fn_2014a,
cw_trash_trend,fn_2015a,
cw_trash_trend,fn_2016a,
cw_trash_trend,ingest,TRUE
element_wts_cp_km2_x_protection,dir_2012a,ohiprep:globalprep/hab_combined/v2015/data
element_wts_cp_km2_x_protection,dir_2013a,ohiprep:globalprep/hab_combined/v2015/data
element_wts_cp_km2_x_protection,dir_2014a,
element_wts_cp_km2_x_protection,dir_2015a,
element_wts_cp_km2_x_protection,dir_2016a,
element_wts_cp_km2_x_protection,name_data_fld,extent_rank
element_wts_cp_km2_x_protection,fn_2012a,cp_habitat_extent_rank.csv
element_wts_cp_km2_x_protection,fn_2013a,cp_habitat_extent_rank.csv
element_wts_cp_km2_x_protection,fn_2014a,
element_wts_cp_km2_x_protection,fn_2015a,
element_wts_cp_km2_x_protection,fn_2016a,
element_wts_cp_km2_x_protection,ingest,TRUE
element_wts_cs_km2_x_storage,dir_2012a,ohiprep:globalprep/hab_combined/v2015/data
element_wts_cs_km2_x_storage,dir_2013a,ohiprep:globalprep/hab_combined/v2015/data
element_wts_cs_km2_x_storage,dir_2014a,
element_wts_cs_km2_x_storage,dir_2015a,
element_wts_cs_km2_x_storage,dir_2016a,
element_wts_cs_km2_x_storage,name_data_fld,extent_rank
element_wts_cs_km2_x_storage,fn_2012a,cs_habitat_extent_rank.csv
element_wts_cs_km2_x_storage,fn_2013a,cs_habitat_extent_rank.csv
element_wts_cs_km2_x_storage,fn_2014a,
element_wts_cs_km2_x_storage,fn_2015a,
element_wts_cs_km2_x_storage,fn_2016a,
element_wts_cs_km2_x_storage,ingest,TRUE
element_wts_hab_pres_abs,dir_2012a,ohiprep:globalprep/hab_combined/v2015/data
element_wts_hab_pres_abs,dir_2013a,ohiprep:globalprep/hab_combined/v2015/data
element_wts_hab_pres_abs,dir_2014a,
element_wts_hab_pres_abs,dir_2015a,
element_wts_hab_pres_abs,dir_2016a,
element_wts_hab_pres_abs,name_data_fld,boolean
element_wts_hab_pres_abs,fn_2012a,hab_habitat_presence.csv
element_wts_hab_pres_abs,fn_2013a,hab_habitat_presence.csv
element_wts_hab_pres_abs,fn_2014a,
element_wts_hab_pres_abs,fn_2015a,
element_wts_hab_pres_abs,fn_2016a,
element_wts_hab_pres_abs,ingest,TRUE
fis_b_bmsy,dir_2012a,ohiprep:globalprep/fis/v2016/data
fis_b_bmsy,dir_2013a,ohiprep:globalprep/fis/v2016/data
fis_b_bmsy,dir_2014a,
fis_b_bmsy,dir_2015a,
fis_b_bmsy,dir_2016a,
fis_b_bmsy,name_data_fld,bbmsy
fis_b_bmsy,fn_2012a,fis_bbmsy.csv
fis_b_bmsy,fn_2013a,fis_bbmsy.csv
fis_b_bmsy,fn_2014a,
fis_b_bmsy,fn_2015a,
fis_b_bmsy,fn_2016a,
fis_b_bmsy,ingest,TRUE
fis_meancatch,dir_2012a,ohiprep:globalprep/fis/v2016/data
fis_meancatch,dir_2013a,ohiprep:globalprep/fis/v2016/data
fis_meancatch,dir_2014a,
fis_meancatch,dir_2015a,
fis_meancatch,dir_2016a,
fis_meancatch,name_data_fld,mean_catch
fis_meancatch,fn_2012a,mean_catch.csv
fis_meancatch,fn_2013a,mean_catch.csv
fis_meancatch,fn_2014a,
fis_meancatch,fn_2015a,
fis_meancatch,fn_2016a,
fis_meancatch,ingest,TRUE
fp_art_hb,dir_2012a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
fp_art_hb,dir_2013a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
fp_art_hb,dir_2014a,
fp_art_hb,dir_2015a,
fp_art_hb,dir_2016a,
fp_art_hb,name_data_fld,pressure_score
fp_art_hb,fn_2012a,blast_poison_3nm.csv
fp_art_hb,fn_2013a,blast_poison_3nm.csv
fp_art_hb,fn_2014a,
fp_art_hb,fn_2015a,
fp_art_hb,fn_2016a,
fp_art_hb,ingest,TRUE
fp_art_lb,dir_2012a,ohiprep:globalprep/prs_fish/v2016/output
fp_art_lb,dir_2013a,ohiprep:globalprep/prs_fish/v2016/output
fp_art_lb,dir_2014a,ohiprep:globalprep/prs_fish/v2016/output
fp_art_lb,dir_2015a,ohiprep:globalprep/prs_fish/v2016/output
fp_art_lb,dir_2016a,ohiprep:globalprep/prs_fish/v2016/output
fp_art_lb,name_data_fld,pressure_score
fp_art_lb,fn_2012a,artisanal_fish_lb_2013.csv
fp_art_lb,fn_2013a,artisanal_fish_lb_2013.csv
fp_art_lb,fn_2014a,artisanal_fish_lb_2014.csv
fp_art_lb,fn_2015a,artisanal_fish_lb_2015.csv
fp_art_lb,fn_2016a,artisanal_fish_lb_2016.csv
fp_art_lb,ingest,TRUE
fp_com_hb,dir_2012a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_hb,dir_2013a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_hb,dir_2014a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_hb,dir_2015a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_hb,dir_2016a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_hb,name_data_fld,pressure_score
fp_com_hb,fn_2012a,comm_fish_hb_2013.csv
fp_com_hb,fn_2013a,comm_fish_hb_2013.csv
fp_com_hb,fn_2014a,comm_fish_hb_2014.csv
fp_com_hb,fn_2015a,comm_fish_hb_2015.csv
fp_com_hb,fn_2016a,comm_fish_hb_2016.csv
fp_com_hb,ingest,TRUE
fp_com_lb,dir_2012a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_lb,dir_2013a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_lb,dir_2014a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_lb,dir_2015a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_lb,dir_2016a,ohiprep:globalprep/prs_fish/v2016/output
fp_com_lb,name_data_fld,pressure_score
fp_com_lb,fn_2012a,comm_fish_lb_2013.csv
fp_com_lb,fn_2013a,comm_fish_lb_2013.csv
fp_com_lb,fn_2014a,comm_fish_lb_2014.csv
fp_com_lb,fn_2015a,comm_fish_lb_2015.csv
fp_com_lb,fn_2016a,comm_fish_lb_2016.csv
fp_com_lb,ingest,TRUE
fp_habitat,dir_2012a,ohiprep:globalprep/res_cbd_habitat/v2014/data
fp_habitat,dir_2013a,ohiprep:globalprep/res_cbd_habitat/v2014/data
fp_habitat,dir_2014a,
fp_habitat,dir_2015a,
fp_habitat,dir_2016a,
fp_habitat,name_data_fld,resilience score
fp_habitat,fn_2012a,r_habitat_2013a.csv
fp_habitat,fn_2013a,r_habitat_2013a.csv
fp_habitat,fn_2014a,
fp_habitat,fn_2015a,
fp_habitat,fn_2016a,
fp_habitat,ingest,TRUE
fp_mora,dir_2012a,ohiprep:globalprep/res_mora_ao/v2013/data
fp_mora,dir_2013a,ohiprep:globalprep/res_mora_ao/v2013/data
fp_mora,dir_2014a,
fp_mora,dir_2015a,
fp_mora,dir_2016a,
fp_mora,name_data_fld,value
fp_mora,fn_2012a,r_mora_2013a.csv
fp_mora,fn_2013a,r_mora_2013a.csv
fp_mora,fn_2014a,
fp_mora,fn_2015a,
fp_mora,fn_2016a,
fp_mora,ingest,TRUE
fp_mora_artisanal,dir_2012a,ohiprep:globalprep/res_mora_ao/v2013/data
fp_mora_artisanal,dir_2013a,ohiprep:globalprep/res_mora_ao/v2013/data
fp_mora_artisanal,dir_2014a,
fp_mora_artisanal,dir_2015a,
fp_mora_artisanal,dir_2016a,
fp_mora_artisanal,name_data_fld,value
fp_mora_artisanal,fn_2012a,r_mora_s4_2013a.csv
fp_mora_artisanal,fn_2013a,r_mora_s4_2013a.csv
fp_mora_artisanal,fn_2014a,
fp_mora_artisanal,fn_2015a,
fp_mora_artisanal,fn_2016a,
fp_mora_artisanal,ingest,TRUE
fp_mpa_coast,dir_2012a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_coast,dir_2013a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_coast,dir_2014a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_coast,dir_2015a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_coast,dir_2016a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_coast,name_data_fld,resilience.score
fp_mpa_coast,fn_2012a,mpa_3nm_2011.csv
fp_mpa_coast,fn_2013a,mpa_3nm_2012.csv
fp_mpa_coast,fn_2014a,mpa_3nm_2013.csv
fp_mpa_coast,fn_2015a,mpa_3nm_2014.csv
fp_mpa_coast,fn_2016a,mpa_3nm_2015.csv
fp_mpa_coast,ingest,TRUE
fp_mpa_eez,dir_2012a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_eez,dir_2013a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_eez,dir_2014a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_eez,dir_2015a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_eez,dir_2016a,ohiprep:globalprep/lsp/v2016/output
fp_mpa_eez,name_data_fld,resilience.score
fp_mpa_eez,fn_2012a,mpa_eez_2011_resilience.csv
fp_mpa_eez,fn_2013a,mpa_eez_2012_resilience.csv
fp_mpa_eez,fn_2014a,mpa_eez_2013_resilience.csv
fp_mpa_eez,fn_2015a,mpa_eez_2014_resilience.csv
fp_mpa_eez,fn_2016a,mpa_eez_2015_resilience.csv
fp_mpa_eez,ingest,TRUE
fp_targetharvest,dir_2012a,ohiprep:globalprep/prs_targetedharvest/v2016/output
fp_targetharvest,dir_2013a,ohiprep:globalprep/prs_targetedharvest/v2016/output
fp_targetharvest,dir_2014a,ohiprep:globalprep/prs_targetedharvest/v2016/output
fp_targetharvest,dir_2015a,ohiprep:globalprep/prs_targetedharvest/v2016/output
fp_targetharvest,dir_2016a,ohiprep:globalprep/prs_targetedharvest/v2016/output
fp_targetharvest,name_data_fld,pressure_score
fp_targetharvest,fn_2012a,fao_targeted_2012.csv
fp_targetharvest,fn_2013a,fao_targeted_2013.csv
fp_targetharvest,fn_2014a,fao_targeted_2014.csv
fp_targetharvest,fn_2015a,fao_targeted_2015.csv
fp_targetharvest,fn_2016a,fao_targeted_2016.csv
fp_targetharvest,ingest,TRUE
fp_wildcaught_weight,dir_2012a,ohiprep:globalprep/fp/v2016/output
fp_wildcaught_weight,dir_2013a,ohiprep:globalprep/fp/v2016/output
fp_wildcaught_weight,dir_2014a,ohiprep:globalprep/fp/v2016/output
fp_wildcaught_weight,dir_2015a,ohiprep:globalprep/fp/v2016/output
fp_wildcaught_weight,dir_2016a,ohiprep:globalprep/fp/v2016/output
fp_wildcaught_weight,name_data_fld,w_fis
fp_wildcaught_weight,fn_2012a,wildcaught_weight_v2012.csv
fp_wildcaught_weight,fn_2013a,wildcaught_weight_v2013.csv
fp_wildcaught_weight,fn_2014a,wildcaught_weight_v2014.csv
fp_wildcaught_weight,fn_2015a,wildcaught_weight_v2015.csv
fp_wildcaught_weight,fn_2016a,wildcaught_weight_v2016.csv
fp_wildcaught_weight,ingest,TRUE
g_cites,dir_2012a,ohiprep:globalprep/res_cites_signatories/v2015/data
g_cites,dir_2013a,ohiprep:globalprep/res_cites_signatories/v2015/data
g_cites,dir_2014a,ohiprep:globalprep/res_cites_signatories/v2015/data
g_cites,dir_2015a,ohiprep:globalprep/res_cites_signatories/v2015/data
g_cites,dir_2016a,
g_cites,name_data_fld,resilience_score
g_cites,fn_2012a,rgn_cites_eez2012.csv
g_cites,fn_2013a,rgn_cites_eez2013.csv
g_cites,fn_2014a,rgn_cites_eez2014.csv
g_cites,fn_2015a,rgn_cites_eez2015.csv
g_cites,fn_2016a,
g_cites,ingest,TRUE
g_mariculture,dir_2012a,ohiprep:globalprep/res_cbd_habitat/v2014/data
g_mariculture,dir_2013a,ohiprep:globalprep/res_cbd_habitat/v2014/data
g_mariculture,dir_2014a,
g_mariculture,dir_2015a,
g_mariculture,dir_2016a,
g_mariculture,name_data_fld,resilience score
g_mariculture,fn_2012a,r_mariculture_2013a.csv
g_mariculture,fn_2013a,r_mariculture_2013a.csv
g_mariculture,fn_2014a,
g_mariculture,fn_2015a,
g_mariculture,fn_2016a,
g_mariculture,ingest,TRUE
g_msi_gov,dir_2012a,ohiprep:/globalprep/res_mariculture_sustainability/v2013
g_msi_gov,dir_2013a,ohiprep:/globalprep/res_mariculture_sustainability/v2013
g_msi_gov,dir_2014a,
g_msi_gov,dir_2015a,
g_msi_gov,dir_2016a,
g_msi_gov,name_data_fld,resilience score
g_msi_gov,fn_2012a,r_msi_gov_2013a.csv
g_msi_gov,fn_2013a,r_msi_gov_2013a.csv
g_msi_gov,fn_2014a,
g_msi_gov,fn_2015a,
g_msi_gov,fn_2016a,
g_msi_gov,ingest,TRUE
g_tourism,dir_2012a,ohiprep:globalprep/res_cbd_habitat/v2014/data
g_tourism,dir_2013a,ohiprep:globalprep/res_cbd_habitat/v2014/data
g_tourism,dir_2014a,
g_tourism,dir_2015a,
g_tourism,dir_2016a,
g_tourism,name_data_fld,resilience score
g_tourism,fn_2012a,r_tourism_2013a.csv
g_tourism,fn_2013a,r_tourism_2013a.csv
g_tourism,fn_2014a,
g_tourism,fn_2015a,
g_tourism,fn_2016a,
g_tourism,ingest,TRUE
hab_extent,dir_2012a,ohiprep:globalprep/hab_combined/v2016/output
hab_extent,dir_2013a,ohiprep:globalprep/hab_combined/v2016/output
hab_extent,dir_2014a,
hab_extent,dir_2015a,
hab_extent,dir_2016a,
hab_extent,name_data_fld,km2
hab_extent,fn_2012a,habitat_extent_v2015.csv
hab_extent,fn_2013a,habitat_extent_v2015.csv
hab_extent,fn_2014a,
hab_extent,fn_2015a,
hab_extent,fn_2016a,
hab_extent,ingest,TRUE
hab_health,dir_2012a,ohiprep:globalprep/hab_combined/v2016/output
hab_health,dir_2013a,ohiprep:globalprep/hab_combined/v2016/output
hab_health,dir_2014a,ohiprep:globalprep/hab_combined/v2016/output
hab_health,dir_2015a,ohiprep:globalprep/hab_combined/v2016/output
hab_health,dir_2016a,ohiprep:globalprep/hab_combined/v2016/output
hab_health,name_data_fld,health
hab_health,fn_2012a,habitat_health_2012.csv
hab_health,fn_2013a,habitat_health_2013.csv
hab_health,fn_2014a,habitat_health_2014.csv
hab_health,fn_2015a,habitat_health_2015.csv
hab_health,fn_2016a,habitat_health_2016.csv
hab_health,ingest,TRUE
hab_trend,dir_2012a,ohiprep:globalprep/hab_combined/v2016/output
hab_trend,dir_2013a,ohiprep:globalprep/hab_combined/v2016/output
hab_trend,dir_2014a,ohiprep:globalprep/hab_combined/v2016/output
hab_trend,dir_2015a,ohiprep:globalprep/hab_combined/v2016/output
hab_trend,dir_2016a,ohiprep:globalprep/hab_combined/v2016/output
hab_trend,name_data_fld,trend
hab_trend,fn_2012a,habitat_trend_2012.csv
hab_trend,fn_2013a,habitat_trend_2013.csv
hab_trend,fn_2014a,habitat_trend_2014.csv
hab_trend,fn_2015a,habitat_trend_2015.csv
hab_trend,fn_2016a,habitat_trend_2016.csv
hab_trend,ingest,TRUE
hd_habitat,dir_2012a,ohiprep:globalprep/res_cbd_habitat/v2014/data
hd_habitat,dir_2013a,ohiprep:globalprep/res_cbd_habitat/v2014/data
hd_habitat,dir_2014a,
hd_habitat,dir_2015a,
hd_habitat,dir_2016a,
hd_habitat,name_data_fld,resilience score
hd_habitat,fn_2012a,r_habitat_2013a.csv
hd_habitat,fn_2013a,r_habitat_2013a.csv
hd_habitat,fn_2014a,
hd_habitat,fn_2015a,
hd_habitat,fn_2016a,
hd_habitat,ingest,TRUE
hd_intertidal,dir_2012a,ohiprep:globalprep/mar_prs_population/v2016/output
hd_intertidal,dir_2013a,ohiprep:globalprep/mar_prs_population/v2016/output
hd_intertidal,dir_2014a,ohiprep:globalprep/mar_prs_population/v2016/output
hd_intertidal,dir_2015a,ohiprep:globalprep/mar_prs_population/v2016/output
hd_intertidal,dir_2016a,ohiprep:globalprep/mar_prs_population/v2016/output
hd_intertidal,name_data_fld,pressure_score
hd_intertidal,fn_2012a,prs_pop_density_2012.csv
hd_intertidal,fn_2013a,prs_pop_density_2013.csv
hd_intertidal,fn_2014a,prs_pop_density_2014.csv
hd_intertidal,fn_2015a,prs_pop_density_2015.csv
hd_intertidal,fn_2016a,prs_pop_density_2016.csv
hd_intertidal,ingest,TRUE
hd_mpa_coast,dir_2012a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_coast,dir_2013a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_coast,dir_2014a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_coast,dir_2015a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_coast,dir_2016a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_coast,name_data_fld,resilience.score
hd_mpa_coast,fn_2012a,mpa_3nm_2011.csv
hd_mpa_coast,fn_2013a,mpa_3nm_2012.csv
hd_mpa_coast,fn_2014a,mpa_3nm_2013.csv
hd_mpa_coast,fn_2015a,mpa_3nm_2014.csv
hd_mpa_coast,fn_2016a,mpa_3nm_2015.csv
hd_mpa_coast,ingest,TRUE
hd_mpa_eez,dir_2012a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_eez,dir_2013a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_eez,dir_2014a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_eez,dir_2015a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_eez,dir_2016a,ohiprep:globalprep/lsp/v2016/output
hd_mpa_eez,name_data_fld,resilience.score
hd_mpa_eez,fn_2012a,mpa_eez_2011_resilience.csv
hd_mpa_eez,fn_2013a,mpa_eez_2012_resilience.csv
hd_mpa_eez,fn_2014a,mpa_eez_2013_resilience.csv
hd_mpa_eez,fn_2015a,mpa_eez_2014_resilience.csv
hd_mpa_eez,fn_2016a,mpa_eez_2015_resilience.csv
hd_mpa_eez,ingest,TRUE
hd_subtidal_hb,dir_2012a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
hd_subtidal_hb,dir_2013a,ohiprep:globalprep/np_prs_poison_blast_fishing/v2013/data
hd_subtidal_hb,dir_2014a,
hd_subtidal_hb,dir_2015a,
hd_subtidal_hb,dir_2016a,
hd_subtidal_hb,name_data_fld,score
hd_subtidal_hb,fn_2012a,gl_thr_blast_3nm_rgn2013.csv
hd_subtidal_hb,fn_2013a,gl_thr_blast_3nm_rgn2013.csv
hd_subtidal_hb,fn_2014a,
hd_subtidal_hb,fn_2015a,
hd_subtidal_hb,fn_2016a,
hd_subtidal_hb,ingest,TRUE
hd_subtidal_sb,dir_2012a,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2016/output
hd_subtidal_sb,dir_2013a,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2016/output
hd_subtidal_sb,dir_2014a,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2016/output
hd_subtidal_sb,dir_2015a,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2016/output
hd_subtidal_sb,dir_2016a,ohiprep:globalprep/hab_prs_hd_subtidal_soft_bottom/v2016/output
hd_subtidal_sb,name_data_fld,pressure_score
hd_subtidal_sb,fn_2012a,hd_sb_subtidal_v2006.csv
hd_subtidal_sb,fn_2013a,hd_sb_subtidal_v2007.csv
hd_subtidal_sb,fn_2014a,hd_sb_subtidal_v2008.csv
hd_subtidal_sb,fn_2015a,hd_sb_subtidal_v2009.csv
hd_subtidal_sb,fn_2016a,hd_sb_subtidal_v2010.csv
hd_subtidal_sb,ingest,TRUE
ico_spp_iucn_status,dir_2012a,ohiprep:globalprep/spp_ico/v2016/output
ico_spp_iucn_status,dir_2013a,ohiprep:globalprep/spp_ico/v2016/output
ico_spp_iucn_status,dir_2014a,
ico_spp_iucn_status,dir_2015a,
ico_spp_iucn_status,dir_2016a,
ico_spp_iucn_status,name_data_fld,category
ico_spp_iucn_status,fn_2012a,ico_spp_iucn_status.csv
ico_spp_iucn_status,fn_2013a,ico_spp_iucn_status.csv
ico_spp_iucn_status,fn_2014a,
ico_spp_iucn_status,fn_2015a,
ico_spp_iucn_status,fn_2016a,
ico_spp_iucn_status,ingest,TRUE
le_gdp,dir_2012a,ohiprep:globalprep/le/v2013/data
le_gdp,dir_2013a,ohiprep:globalprep/le/v2013/data
le_gdp,dir_2014a,
le_gdp,dir_2015a,
le_gdp,dir_2016a,
le_gdp,name_data_fld,usd
le_gdp,fn_2012a,le_gdp.csv
le_gdp,fn_2013a,le_gdp.csv
le_gdp,fn_2014a,
le_gdp,fn_2015a,
le_gdp,fn_2016a,
le_gdp,ingest,TRUE
le_gdp_pc_ppp,dir_2012a,ohiprep:globalprep/le/v2013/data
le_gdp_pc_ppp,dir_2013a,ohiprep:globalprep/le/v2013/data
