"rgn_id","sciname","iucn_sid","year","eval_yr","category"
1,"Steno bredanensis",20738,2006,NA,"LC"
1,"Triaenodon obesus",39384,2006,2000,"NT"
1,"Balaenoptera musculus",2477,2005,1996,"EN"
1,"Cheilinus undulatus",4592,2005,2004,"EN"
1,"Chelonia mydas",4615,2005,2004,"EN"
1,"Megaptera novaeangliae",13006,2005,1996,"VU"
1,"Steno bredanensis",20738,2005,NA,"LC"
1,"Triaenodon obesus",39384,2005,2000,"NT"
1,"Balaenoptera musculus",2477,2004,1996,"EN"
1,"Cheilinus undulatus",4592,2004,2004,"EN"
1,"Chelonia mydas",4615,2004,2004,"EN"
1,"Megaptera novaeangliae",13006,2004,1996,"VU"
1,"Steno bredanensis",20738,2004,NA,"LC"
1,"Triaenodon obesus",39384,2004,2000,"NT"
1,"Balaenoptera musculus",2477,2003,1996,"EN"
1,"Cheilinus undulatus",4592,2003,1996,"VU"
1,"Chelonia mydas",4615,2003,1996,"EN"
1,"Megaptera novaeangliae",13006,2003,1996,"VU"
1,"Steno bredanensis",20738,2003,NA,"LC"
1,"Triaenodon obesus",39384,2003,2000,"NT"
1,"Balaenoptera musculus",2477,2002,1996,"EN"
1,"Cheilinus undulatus",4592,2002,1996,"VU"
1,"Chelonia mydas",4615,2002,1996,"EN"
1,"Megaptera novaeangliae",13006,2002,1996,"VU"
1,"Steno bredanensis",20738,2002,NA,"LC"
1,"Triaenodon obesus",39384,2002,2000,"NT"
1,"Balaenoptera musculus",2477,2001,1996,"EN"
1,"Cheilinus undulatus",4592,2001,1996,"VU"
1,"Chelonia mydas",4615,2001,1996,"EN"
1,"Megaptera novaeangliae",13006,2001,1996,"VU"
1,"Steno bredanensis",20738,2001,NA,"LC"
1,"Triaenodon obesus",39384,2001,2000,"NT"
1,"Balaenoptera musculus",2477,2000,1996,"EN"
1,"Cheilinus undulatus",4592,2000,1996,"VU"
1,"Chelonia mydas",4615,2000,1996,"EN"
1,"Megaptera novaeangliae",13006,2000,1996,"VU"
1,"Steno bredanensis",20738,2000,NA,"LC"
1,"Triaenodon obesus",39384,2000,2000,"NT"
2,"Cheilinus undulatus",4592,2018,2004,"EN"
2,"Chelonia mydas",4615,2018,2004,"EN"
2,"Triaenodon obesus",39384,2018,2009,"NT"
2,"Cheilinus undulatus",4592,2017,2004,"EN"
2,"Chelonia mydas",4615,2017,2004,"EN"
2,"Triaenodon obesus",39384,2017,2009,"NT"
2,"Cheilinus undulatus",4592,2016,2004,"EN"
2,"Chelonia mydas",4615,2016,2004,"EN"
2,"Triaenodon obesus",39384,2016,2009,"NT"
2,"Cheilinus undulatus",4592,2015,2004,"EN"
2,"Chelonia mydas",4615,2015,2004,"EN"
2,"Triaenodon obesus",39384,2015,2009,"NT"
2,"Cheilinus undulatus",4592,2014,2004,"EN"
2,"Chelonia mydas",4615,2014,2004,"EN"
2,"Triaenodon obesus",39384,2014,2009,"NT"
2,"Cheilinus undulatus",4592,2013,2004,"EN"
2,"Chelonia mydas",4615,2013,2004,"EN"
2,"Triaenodon obesus",39384,2013,2009,"NT"
2,"Cheilinus undulatus",4592,2012,2004,"EN"
2,"Chelonia mydas",4615,2012,2004,"EN"
2,"Triaenodon obesus",39384,2012,2009,"NT"
2,"Cheilinus undulatus",4592,2011,2004,"EN"
2,"Chelonia mydas",4615,2011,2004,"EN"
2,"Triaenodon obesus",39384,2011,2009,"NT"
2,"Cheilinus undulatus",4592,2010,2004,"EN"
2,"Chelonia mydas",4615,2010,2004,"EN"
2,"Triaenodon obesus",39384,2010,2009,"NT"
2,"Cheilinus undulatus",4592,2009,2004,"EN"
2,"Chelonia mydas",4615,2009,2004,"EN"
2,"Triaenodon obesus",39384,2009,2009,"NT"
2,"Cheilinus undulatus",4592,2008,2004,"EN"
2,"Chelonia mydas",4615,2008,2004,"EN"
2,"Triaenodon obesus",39384,2008,2000,"NT"
2,"Cheilinus undulatus",4592,2007,2004,"EN"
2,"Chelonia mydas",4615,2007,2004,"EN"
2,"Triaenodon obesus",39384,2007,2000,"NT"
2,"Cheilinus undulatus",4592,2006,2004,"EN"
2,"Chelonia mydas",4615,2006,2004,"EN"
2,"Triaenodon obesus",39384,2006,2000,"NT"
2,"Cheilinus undulatus",4592,2005,2004,"EN"
2,"Chelonia mydas",4615,2005,2004,"EN"
2,"Triaenodon obesus",39384,2005,2000,"NT"
2,"Cheilinus undulatus",4592,2004,2004,"EN"
2,"Chelonia mydas",4615,2004,2004,"EN"
2,"Triaenodon obesus",39384,2004,2000,"NT"
2,"Cheilinus undulatus",4592,2003,1996,"VU"
2,"Chelonia mydas",4615,2003,1996,"EN"
2,"Triaenodon obesus",39384,2003,2000,"NT"
2,"Cheilinus undulatus",4592,2002,1996,"VU"
2,"Chelonia mydas",4615,2002,1996,"EN"
2,"Triaenodon obesus",39384,2002,2000,"NT"
2,"Cheilinus undulatus",4592,2001,1996,"VU"
2,"Chelonia mydas",4615,2001,1996,"EN"
2,"Triaenodon obesus",39384,2001,2000,"NT"
2,"Cheilinus undulatus",4592,2000,1996,"VU"
2,"Chelonia mydas",4615,2000,1996,"EN"
2,"Triaenodon obesus",39384,2000,2000,"NT"
3,"Galeocerdo cuvier",39378,2018,2009,"NT"
3,"Triaenodon obesus",39384,2018,2009,"NT"
3,"Galeocerdo cuvier",39378,2017,2009,"NT"
3,"Triaenodon obesus",39384,2017,2009,"NT"
3,"Galeocerdo cuvier",39378,2016,2009,"NT"
3,"Triaenodon obesus",39384,2016,2009,"NT"
3,"Galeocerdo cuvier",39378,2015,2009,"NT"
3,"Triaenodon obesus",39384,2015,2009,"NT"
3,"Galeocerdo cuvier",39378,2014,2009,"NT"
3,"Triaenodon obesus",39384,2014,2009,"NT"
3,"Galeocerdo cuvier",39378,2013,2009,"NT"
3,"Triaenodon obesus",39384,2013,2009,"NT"
3,"Galeocerdo cuvier",39378,2012,2009,"NT"
3,"Triaenodon obesus",39384,2012,2009,"NT"
3,"Galeocerdo cuvier",39378,2011,2009,"NT"
3,"Triaenodon obesus",39384,2011,2009,"NT"
3,"Galeocerdo cuvier",39378,2010,2009,"NT"
3,"Triaenodon obesus",39384,2010,2009,"NT"
3,"Galeocerdo cuvier",39378,2009,2009,"NT"
3,"Triaenodon obesus",39384,2009,2009,"NT"
3,"Galeocerdo cuvier",39378,2008,2000,"NT"
3,"Triaenodon obesus",39384,2008,2000,"NT"
3,"Galeocerdo cuvier",39378,2007,2000,"NT"
3,"Triaenodon obesus",39384,2007,2000,"NT"
3,"Galeocerdo cuvier",39378,2006,2000,"NT"
3,"Triaenodon obesus",39384,2006,2000,"NT"
3,"Galeocerdo cuvier",39378,2005,2000,"NT"
3,"Triaenodon obesus",39384,2005,2000,"NT"
3,"Galeocerdo cuvier",39378,2004,2000,"NT"
3,"Triaenodon obesus",39384,2004,2000,"NT"
3,"Galeocerdo cuvier",39378,2003,2000,"NT"
3,"Triaenodon obesus",39384,2003,2000,"NT"
3,"Galeocerdo cuvier",39378,2002,2000,"NT"
3,"Triaenodon obesus",39384,2002,2000,"NT"
3,"Galeocerdo cuvier",39378,2001,2000,"NT"
3,"Triaenodon obesus",39384,2001,2000,"NT"
3,"Galeocerdo cuvier",39378,2000,2000,"NT"
3,"Triaenodon obesus",39384,2000,2000,"NT"
5,"Alopias vulpinus",39339,2018,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2018,2008,"LC"
5,"Balaenoptera musculus",2477,2018,2008,"EN"
5,"Balaenoptera physalus",2478,2018,2013,"EN"
5,"Carcharhinus melanopterus",39375,2018,2009,"NT"
5,"Carcharodon carcharias",3855,2018,2009,"VU"
5,"Caretta caretta",3897,2018,2017,"VU"
5,"Caretta caretta",84156809,2018,2015,"CR"
5,"Cheilinus undulatus",4592,2018,2004,"EN"
5,"Chelonia mydas",4615,2018,2004,"EN"
5,"Dermochelys coriacea",6494,2018,2013,"VU"
5,"Dermochelys coriacea",46967817,2018,2013,"CR"
5,"Galeocerdo cuvier",39378,2018,2009,"NT"
5,"Isurus oxyrinchus",39341,2018,2009,"VU"
5,"Isurus oxyrinchus",161750,2018,2009,"VU"
5,"Megaptera novaeangliae",13006,2018,2008,"LC"
5,"Megaptera novaeangliae",132832,2018,2008,"EN"
5,"Prionace glauca",39381,2018,2009,"NT"
5,"Rhincodon typus",19488,2018,2016,"EN"
5,"Steno bredanensis",20738,2018,2012,"LC"
5,"Triaenodon obesus",39384,2018,2009,"NT"
5,"Alopias vulpinus",39339,2017,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2017,2008,"LC"
5,"Balaenoptera musculus",2477,2017,2008,"EN"
5,"Balaenoptera physalus",2478,2017,2013,"EN"
5,"Carcharhinus melanopterus",39375,2017,2009,"NT"
5,"Carcharodon carcharias",3855,2017,2009,"VU"
5,"Caretta caretta",3897,2017,2017,"VU"
5,"Caretta caretta",84156809,2017,2015,"CR"
5,"Cheilinus undulatus",4592,2017,2004,"EN"
5,"Chelonia mydas",4615,2017,2004,"EN"
5,"Dermochelys coriacea",6494,2017,2013,"VU"
5,"Dermochelys coriacea",46967817,2017,2013,"CR"
5,"Galeocerdo cuvier",39378,2017,2009,"NT"
5,"Isurus oxyrinchus",39341,2017,2009,"VU"
5,"Isurus oxyrinchus",161750,2017,2009,"VU"
5,"Megaptera novaeangliae",13006,2017,2008,"LC"
5,"Megaptera novaeangliae",132832,2017,2008,"EN"
5,"Prionace glauca",39381,2017,2009,"NT"
5,"Rhincodon typus",19488,2017,2016,"EN"
5,"Steno bredanensis",20738,2017,2012,"LC"
5,"Triaenodon obesus",39384,2017,2009,"NT"
5,"Alopias vulpinus",39339,2016,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2016,2008,"LC"
5,"Balaenoptera musculus",2477,2016,2008,"EN"
5,"Balaenoptera physalus",2478,2016,2013,"EN"
5,"Carcharhinus melanopterus",39375,2016,2009,"NT"
5,"Carcharodon carcharias",3855,2016,2009,"VU"
5,"Caretta caretta",3897,2016,2015,"VU"
5,"Caretta caretta",84156809,2016,2015,"CR"
5,"Cheilinus undulatus",4592,2016,2004,"EN"
5,"Chelonia mydas",4615,2016,2004,"EN"
5,"Dermochelys coriacea",6494,2016,2013,"VU"
5,"Dermochelys coriacea",46967817,2016,2013,"CR"
5,"Galeocerdo cuvier",39378,2016,2009,"NT"
5,"Isurus oxyrinchus",39341,2016,2009,"VU"
5,"Isurus oxyrinchus",161750,2016,2009,"VU"
5,"Megaptera novaeangliae",13006,2016,2008,"LC"
5,"Megaptera novaeangliae",132832,2016,2008,"EN"
5,"Prionace glauca",39381,2016,2009,"NT"
5,"Rhincodon typus",19488,2016,2016,"EN"
5,"Steno bredanensis",20738,2016,2012,"LC"
5,"Triaenodon obesus",39384,2016,2009,"NT"
5,"Alopias vulpinus",39339,2015,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2015,2008,"LC"
5,"Balaenoptera musculus",2477,2015,2008,"EN"
5,"Balaenoptera physalus",2478,2015,2013,"EN"
5,"Carcharhinus melanopterus",39375,2015,2009,"NT"
5,"Carcharodon carcharias",3855,2015,2009,"VU"
5,"Caretta caretta",3897,2015,2015,"VU"
5,"Caretta caretta",84156809,2015,2015,"CR"
5,"Cheilinus undulatus",4592,2015,2004,"EN"
5,"Chelonia mydas",4615,2015,2004,"EN"
5,"Dermochelys coriacea",6494,2015,2013,"VU"
5,"Dermochelys coriacea",46967817,2015,2013,"CR"
5,"Galeocerdo cuvier",39378,2015,2009,"NT"
5,"Isurus oxyrinchus",39341,2015,2009,"VU"
5,"Isurus oxyrinchus",161750,2015,2009,"VU"
5,"Megaptera novaeangliae",13006,2015,2008,"LC"
5,"Megaptera novaeangliae",132832,2015,2008,"EN"
5,"Prionace glauca",39381,2015,2009,"NT"
5,"Rhincodon typus",19488,2015,2005,"VU"
5,"Steno bredanensis",20738,2015,2012,"LC"
5,"Triaenodon obesus",39384,2015,2009,"NT"
5,"Alopias vulpinus",39339,2014,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2014,2008,"LC"
5,"Balaenoptera musculus",2477,2014,2008,"EN"
5,"Balaenoptera physalus",2478,2014,2013,"EN"
5,"Carcharhinus melanopterus",39375,2014,2009,"NT"
5,"Carcharodon carcharias",3855,2014,2009,"VU"
5,"Caretta caretta",3897,2014,1996,"EN"
5,"Caretta caretta",84156809,2014,NA,"CR"
5,"Cheilinus undulatus",4592,2014,2004,"EN"
5,"Chelonia mydas",4615,2014,2004,"EN"
5,"Dermochelys coriacea",6494,2014,2013,"VU"
5,"Dermochelys coriacea",46967817,2014,2013,"CR"
5,"Galeocerdo cuvier",39378,2014,2009,"NT"
5,"Isurus oxyrinchus",39341,2014,2009,"VU"
5,"Isurus oxyrinchus",161750,2014,2009,"VU"
5,"Megaptera novaeangliae",13006,2014,2008,"LC"
5,"Megaptera novaeangliae",132832,2014,2008,"EN"
5,"Prionace glauca",39381,2014,2009,"NT"
5,"Rhincodon typus",19488,2014,2005,"VU"
5,"Steno bredanensis",20738,2014,2012,"LC"
5,"Triaenodon obesus",39384,2014,2009,"NT"
5,"Alopias vulpinus",39339,2013,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2013,2008,"LC"
5,"Balaenoptera musculus",2477,2013,2008,"EN"
5,"Balaenoptera physalus",2478,2013,2013,"EN"
5,"Carcharhinus melanopterus",39375,2013,2009,"NT"
5,"Carcharodon carcharias",3855,2013,2009,"VU"
5,"Caretta caretta",3897,2013,1996,"EN"
5,"Caretta caretta",84156809,2013,NA,"CR"
5,"Cheilinus undulatus",4592,2013,2004,"EN"
5,"Chelonia mydas",4615,2013,2004,"EN"
5,"Dermochelys coriacea",6494,2013,2013,"VU"
5,"Dermochelys coriacea",46967817,2013,2013,"CR"
5,"Galeocerdo cuvier",39378,2013,2009,"NT"
5,"Isurus oxyrinchus",39341,2013,2009,"VU"
5,"Isurus oxyrinchus",161750,2013,2009,"VU"
5,"Megaptera novaeangliae",13006,2013,2008,"LC"
5,"Megaptera novaeangliae",132832,2013,2008,"EN"
5,"Prionace glauca",39381,2013,2009,"NT"
5,"Rhincodon typus",19488,2013,2005,"VU"
5,"Steno bredanensis",20738,2013,2012,"LC"
5,"Triaenodon obesus",39384,2013,2009,"NT"
5,"Alopias vulpinus",39339,2012,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2012,2008,"LC"
5,"Balaenoptera musculus",2477,2012,2008,"EN"
5,"Balaenoptera physalus",2478,2012,2008,"EN"
5,"Carcharhinus melanopterus",39375,2012,2009,"NT"
5,"Carcharodon carcharias",3855,2012,2009,"VU"
5,"Caretta caretta",3897,2012,1996,"EN"
5,"Caretta caretta",84156809,2012,NA,"CR"
5,"Cheilinus undulatus",4592,2012,2004,"EN"
5,"Chelonia mydas",4615,2012,2004,"EN"
5,"Dermochelys coriacea",6494,2012,2000,"CR"
5,"Dermochelys coriacea",46967817,2012,NA,"CR"
5,"Galeocerdo cuvier",39378,2012,2009,"NT"
5,"Isurus oxyrinchus",39341,2012,2009,"VU"
5,"Isurus oxyrinchus",161750,2012,2009,"VU"
5,"Megaptera novaeangliae",13006,2012,2008,"LC"
5,"Megaptera novaeangliae",132832,2012,2008,"EN"
5,"Prionace glauca",39381,2012,2009,"NT"
5,"Rhincodon typus",19488,2012,2005,"VU"
5,"Steno bredanensis",20738,2012,2012,"LC"
5,"Triaenodon obesus",39384,2012,2009,"NT"
5,"Alopias vulpinus",39339,2011,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2011,2008,"LC"
5,"Balaenoptera musculus",2477,2011,2008,"EN"
5,"Balaenoptera physalus",2478,2011,2008,"EN"
5,"Carcharhinus melanopterus",39375,2011,2009,"NT"
5,"Carcharodon carcharias",3855,2011,2009,"VU"
5,"Caretta caretta",3897,2011,1996,"EN"
5,"Caretta caretta",84156809,2011,NA,"CR"
5,"Cheilinus undulatus",4592,2011,2004,"EN"
5,"Chelonia mydas",4615,2011,2004,"EN"
5,"Dermochelys coriacea",6494,2011,2000,"CR"
5,"Dermochelys coriacea",46967817,2011,NA,"CR"
5,"Galeocerdo cuvier",39378,2011,2009,"NT"
5,"Isurus oxyrinchus",39341,2011,2009,"VU"
5,"Isurus oxyrinchus",161750,2011,2009,"VU"
5,"Megaptera novaeangliae",13006,2011,2008,"LC"
5,"Megaptera novaeangliae",132832,2011,2008,"EN"
5,"Prionace glauca",39381,2011,2009,"NT"
5,"Rhincodon typus",19488,2011,2005,"VU"
5,"Steno bredanensis",20738,2011,2008,"LC"
5,"Triaenodon obesus",39384,2011,2009,"NT"
5,"Alopias vulpinus",39339,2010,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2010,2008,"LC"
5,"Balaenoptera musculus",2477,2010,2008,"EN"
5,"Balaenoptera physalus",2478,2010,2008,"EN"
5,"Carcharhinus melanopterus",39375,2010,2009,"NT"
5,"Carcharodon carcharias",3855,2010,2009,"VU"
5,"Caretta caretta",3897,2010,1996,"EN"
5,"Caretta caretta",84156809,2010,NA,"CR"
5,"Cheilinus undulatus",4592,2010,2004,"EN"
5,"Chelonia mydas",4615,2010,2004,"EN"
5,"Dermochelys coriacea",6494,2010,2000,"CR"
5,"Dermochelys coriacea",46967817,2010,NA,"CR"
5,"Galeocerdo cuvier",39378,2010,2009,"NT"
5,"Isurus oxyrinchus",39341,2010,2009,"VU"
5,"Isurus oxyrinchus",161750,2010,2009,"VU"
5,"Megaptera novaeangliae",13006,2010,2008,"LC"
5,"Megaptera novaeangliae",132832,2010,2008,"EN"
5,"Prionace glauca",39381,2010,2009,"NT"
5,"Rhincodon typus",19488,2010,2005,"VU"
5,"Steno bredanensis",20738,2010,2008,"LC"
5,"Triaenodon obesus",39384,2010,2009,"NT"
5,"Alopias vulpinus",39339,2009,2009,"VU"
5,"Balaenoptera acutorostrata",2474,2009,2008,"LC"
5,"Balaenoptera musculus",2477,2009,2008,"EN"
5,"Balaenoptera physalus",2478,2009,2008,"EN"
5,"Carcharhinus melanopterus",39375,2009,2009,"NT"
5,"Carcharodon carcharias",3855,2009,2009,"VU"
5,"Caretta caretta",3897,2009,1996,"EN"
5,"Caretta caretta",84156809,2009,NA,"CR"
5,"Cheilinus undulatus",4592,2009,2004,"EN"
5,"Chelonia mydas",4615,2009,2004,"EN"
5,"Dermochelys coriacea",6494,2009,2000,"CR"
5,"Dermochelys coriacea",46967817,2009,NA,"CR"
5,"Galeocerdo cuvier",39378,2009,2009,"NT"
5,"Isurus oxyrinchus",39341,2009,2009,"VU"
5,"Isurus oxyrinchus",161750,2009,2009,"VU"
5,"Megaptera novaeangliae",13006,2009,2008,"LC"
5,"Megaptera novaeangliae",132832,2009,2008,"EN"
5,"Prionace glauca",39381,2009,2009,"NT"
5,"Rhincodon typus",19488,2009,2005,"VU"
5,"Steno bredanensis",20738,2009,2008,"LC"
5,"Triaenodon obesus",39384,2009,2009,"NT"
5,"Alopias vulpinus",39339,2008,NA,"VU"
5,"Balaenoptera acutorostrata",2474,2008,2008,"LC"
5,"Balaenoptera musculus",2477,2008,2008,"EN"
5,"Balaenoptera physalus",2478,2008,2008,"EN"
5,"Carcharhinus melanopterus",39375,2008,2000,"NT"
5,"Carcharodon carcharias",3855,2008,2000,"VU"
5,"Caretta caretta",3897,2008,1996,"EN"
5,"Caretta caretta",84156809,2008,NA,"CR"
5,"Cheilinus undulatus",4592,2008,2004,"EN"
5,"Chelonia mydas",4615,2008,2004,"EN"
5,"Dermochelys coriacea",6494,2008,2000,"CR"
5,"Dermochelys coriacea",46967817,2008,NA,"CR"
5,"Galeocerdo cuvier",39378,2008,2000,"NT"
5,"Isurus oxyrinchus",39341,2008,2000,"NT"
5,"Isurus oxyrinchus",161750,2008,NA,"VU"
5,"Megaptera novaeangliae",13006,2008,2008,"LC"
5,"Megaptera novaeangliae",132832,2008,2008,"EN"
5,"Prionace glauca",39381,2008,2000,"NT"
5,"Rhincodon typus",19488,2008,2005,"VU"
5,"Steno bredanensis",20738,2008,2008,"LC"
5,"Triaenodon obesus",39384,2008,2000,"NT"
5,"Alopias vulpinus",39339,2007,NA,"VU"
5,"Balaenoptera acutorostrata",2474,2007,1996,"NT"
5,"Balaenoptera musculus",2477,2007,1996,"EN"
5,"Balaenoptera physalus",2478,2007,1996,"EN"
5,"Carcharhinus melanopterus",39375,2007,2000,"NT"
5,"Carcharodon carcharias",3855,2007,2000,"VU"
5,"Caretta caretta",3897,2007,1996,"EN"
5,"Caretta caretta",84156809,2007,NA,"CR"
5,"Cheilinus undulatus",4592,2007,2004,"EN"
5,"Chelonia mydas",4615,2007,2004,"EN"
5,"Dermochelys coriacea",6494,2007,2000,"CR"
5,"Dermochelys coriacea",46967817,2007,NA,"CR"
5,"Galeocerdo cuvier",39378,2007,2000,"NT"
5,"Isurus oxyrinchus",39341,2007,2000,"NT"
5,"Isurus oxyrinchus",161750,2007,NA,"VU"
5,"Megaptera novaeangliae",13006,2007,1996,"VU"
5,"Megaptera novaeangliae",132832,2007,NA,"EN"
5,"Prionace glauca",39381,2007,2000,"NT"
5,"Rhincodon typus",19488,2007,2005,"VU"
5,"Steno bredanensis",20738,2007,NA,"LC"
5,"Triaenodon obesus",39384,2007,2000,"NT"
5,"Alopias vulpinus",39339,2006,NA,"VU"
5,"Balaenoptera acutorostrata",2474,2006,1996,"NT"
5,"Balaenoptera musculus",2477,2006,1996,"EN"
5,"Balaenoptera physalus",2478,2006,1996,"EN"
5,"Carcharhinus melanopterus",39375,2006,2000,"NT"
5,"Carcharodon carcharias",3855,2006,2000,"VU"
5,"Caretta caretta",3897,2006,1996,"EN"
5,"Caretta caretta",84156809,2006,NA,"CR"
5,"Cheilinus undulatus",4592,2006,2004,"EN"
5,"Chelonia mydas",4615,2006,2004,"EN"
5,"Dermochelys coriacea",6494,2006,2000,"CR"
5,"Dermochelys coriacea",46967817,2006,NA,"CR"
5,"Galeocerdo cuvier",39378,2006,2000,"NT"
5,"Isurus oxyrinchus",39341,2006,2000,"NT"
5,"Isurus oxyrinchus",161750,2006,NA,"VU"
5,"Megaptera novaeangliae",13006,2006,1996,"VU"
5,"Megaptera novaeangliae",132832,2006,NA,"EN"
5,"Prionace glauca",39381,2006,2000,"NT"
5,"Rhincodon typus",19488,2006,2005,"VU"
5,"Steno bredanensis",20738,2006,NA,"LC"
5,"Triaenodon obesus",39384,2006,2000,"NT"
5,"Alopias vulpinus",39339,2005,NA,"VU"
5,"Balaenoptera acutorostrata",2474,2005,1996,"NT"
5,"Balaenoptera musculus",2477,2005,1996,"EN"
5,"Balaenoptera physalus",2478,2005,1996,"EN"
5,"Carcharhinus melanopterus",39375,2005,2000,"NT"
5,"Carcharodon carcharias",3855,2005,2000,"VU"
5,"Caretta caretta",3897,2005,1996,"EN"
5,"Caretta caretta",84156809,2005,NA,"CR"
5,"Cheilinus undulatus",4592,2005,2004,"EN"
5,"Chelonia mydas",4615,2005,2004,"EN"
5,"Dermochelys coriacea",6494,2005,2000,"CR"
5,"Dermochelys coriacea",46967817,2005,NA,"CR"
5,"Galeocerdo cuvier",39378,2005,2000,"NT"
5,"Isurus oxyrinchus",39341,2005,2000,"NT"
5,"Isurus oxyrinchus",161750,2005,NA,"VU"
5,"Megaptera novaeangliae",13006,2005,1996,"VU"
5,"Megaptera novaeangliae",132832,2005,NA,"EN"
5,"Prionace glauca",39381,2005,2000,"NT"
5,"Rhincodon typus",19488,2005,2005,"VU"
5,"Steno bredanensis",20738,2005,NA,"LC"
5,"Triaenodon obesus",39384,2005,2000,"NT"
5,"Alopias vulpinus",39339,2004,NA,"VU"
5,"Balaenoptera acutorostrata",2474,2004,1996,"NT"
